FID Name Type estimate_mesor std.error_mesor p.value_mesor estimate_beta_cos1 std.error_beta_cos1 p.value_beta_cos1 estimate_beta_sin1 std.error_beta_sin1 p.value_beta_sin1 amplitude_24hfreq acrophase_24hfreq pvalue_h
30200 "Neutrophill percentage" "Cell counts" -0.03903 0.00079 0 -0.05031 0.00085 0 -0.02021 0.00066 1e-203 0.0542144866797782 13.4590217186933 0
30210 "Eosinophill percentage" "Cell counts" 0.16967 0.00333 0 0.17841 0.00359 0 0.14282 0.00281 0 0.228538791050959 2.57850174718748 0
30220 "Basophill percentage" "Cell counts" -0.02082 0.00317 5e-11 0.00596 0.00342 0.08 -0.05545 0.00268 7e-95 0.0557724940596601 18.4090542060034 7e-95
30230 "Nucleated red blood cell percentage" "Cell counts" 0.0497 0.02166 0.02 0.06255 0.02467 0.01 0.03276 0.01865 0.08 0.0706105304214522 1.84277103101088 0.01
30240 "Reticulocyte percentage" "Cell counts" -0.01414 0.00196 5e-13 -0.01993 0.00211 4e-21 -0.00498 0.00165 0.003 0.020545047254461 12.9345589558034 4e-21
30250 "Reticulocyte count" "Cell counts" -0.00973 0.002 1e-06 -0.02196 0.00216 2e-24 0.00784 0.00169 3e-06 0.0233212084080848 10.6906154493242 2e-24
30260 "Mean reticulocyte volume" "Cell counts" -0.00196 0.00035 3e-08 -0.00474 0.00038 3e-35 0.002 3e-04 2e-11 0.0051447617529875 10.4724698222393 3e-35
30270 "Mean sphered cell volume" "Cell counts" -0.00277 0.00029 1e-21 -0.00305 0.00031 2e-22 -0.00214 0.00024 2e-18 0.00372419092756535 14.3347454025136 2e-22
30280 "Immature reticulocyte fraction" "Cell counts" -0.00939 0.00112 4e-17 -0.00896 0.0012 1e-13 -0.00916 0.00094 2e-22 0.0128105593877295 15.0423813001411 2e-22
30290 "High light scatter reticulocyte percentage" "Cell counts" -0.02375 0.00254 9e-21 -0.02916 0.00274 2e-26 -0.01428 0.00214 3e-11 0.0324647417844728 13.739215957504 2e-26
30300 "High light scatter reticulocyte count" "Cell counts" -0.01923 0.00257 7e-14 -0.0312 0.00277 2e-29 -0.00118 0.00217 0.6 0.0312238302790062 12.1441289649578 2e-29
20280 Glucose-lactate Metabolites -0.0838 0.00514 8e-60 -0.08203 0.00553 1e-49 -0.07893 0.00435 2e-73 0.113835135729176 14.9265372005963 2e-73
20281 Alanine Metabolites 0.07416 0.00598 3e-35 -0.07606 0.00645 4e-32 0.27228 0.00507 0 0.282700037008885 7.04049603109432 0
23400 "Total Cholesterol" Metabolites 0.05547 0.00595 1e-20 0.05587 0.00642 3e-18 0.05012 0.00504 3e-23 0.075055801460915 2.79275567232444 3e-23
23401 "Total Cholesterol Minus HDL-C" Metabolites 0.04216 0.00614 6e-12 0.02035 0.00661 0.002 0.06819 0.0052 3e-39 0.0711600477730707 4.89198654251214 3e-39
23402 "Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)" Metabolites 0.03377 0.00617 5e-08 0.04817 0.00666 5e-13 0.01123 0.00523 0.03 0.0494580337838466 0.875216981602542 5e-13
23403 "VLDL Cholesterol" Metabolites -0.01252 0.00622 0.04 0.00642 0.0067 0.3 -0.03723 0.00527 2e-12 0.037776379407979 18.6523849346469 2e-12
23404 "Clinical LDL Cholesterol" Metabolites 0.06081 0.00609 2e-23 0.00798 0.00657 0.2 0.1275 0.00516 1e-134 0.127750677937056 5.76133787818297 1e-134
23405 "LDL Cholesterol" Metabolites 0.04759 0.00607 5e-15 -0.00701 0.00654 0.3 0.11783 0.00514 4e-116 0.118042698297579 6.22702524137421 4e-116
23406 "HDL Cholesterol" Metabolites 0.05344 0.00566 4e-21 0.11422 0.0061 4e-78 -0.034 0.00479 1e-12 0.119176209410804 22.8949646512135 4e-78
23407 "Total Triglycerides" Metabolites -0.0982 0.00611 4e-58 -0.05412 0.00659 2e-16 -0.14972 0.00518 1e-183 0.159202107594121 16.6751269326238 1e-183
23408 "Triglycerides in VLDL" Metabolites -0.11057 0.00608 8e-74 -0.0728 0.00655 1e-28 -0.15243 0.00515 4e-192 0.168919461022593 16.2980280412581 4e-192
23409 "Triglycerides in LDL" Metabolites -0.0396 0.006 4e-11 -0.01512 0.00647 0.02 -0.0695 0.00508 1e-42 0.0711304372635631 17.1816459499081 1e-42
23410 "Triglycerides in HDL" Metabolites -0.04542 0.00607 8e-14 0.04406 0.00655 2e-11 -0.16339 0.00514 6e-221 0.169227349305224 19.0059969809905 6e-221
23411 "Total Phospholipids in Lipoprotein Particles" Metabolites 0.03569 0.00585 1e-09 0.10118 0.00631 7e-58 -0.0566 0.00496 3e-30 0.115939773555997 22.051723375783 7e-58
23412 "Phospholipids in VLDL" Metabolites -0.05079 0.00618 2e-16 -0.02314 0.00666 0.0005 -0.08405 0.00523 4e-58 0.0871726435896217 16.9739305832361 4e-58
23413 "Phospholipids in LDL" Metabolites 0.05018 0.00613 3e-16 -0.00539 0.0066 0.4 0.12149 0.00519 4e-121 0.121606156565502 6.16922649657727 4e-121
23414 "Phospholipids in HDL" Metabolites 0.04306 0.00567 3e-14 0.1492 0.00611 2e-131 -0.10525 0.0048 3e-106 0.182582457467543 21.6533233697874 2e-131
23415 "Total Esterified Cholesterol" Metabolites 0.05948 0.00593 1e-23 0.0562 0.00639 1e-18 0.05878 0.00502 1e-31 0.0813248537387944 3.08574765275111 1e-31
23416 "Cholesteryl Esters in VLDL" Metabolites 0.0085 0.00623 0.2 0.02644 0.00671 8e-05 -0.01666 0.00527 0.002 0.0312530934688635 21.8521773641112 8e-05
23417 "Cholesteryl Esters in LDL" Metabolites 0.03902 0.00608 1e-10 -0.01084 0.00656 0.1 0.10353 0.00515 9e-90 0.104099547523911 6.39862136959745 9e-90
23418 "Cholesteryl Esters in HDL" Metabolites 0.05649 0.00569 3e-23 0.10941 0.00613 3e-71 -0.0205 0.00482 2e-05 0.111312442222995 23.2926008026486 3e-71
23419 "Total Free Cholesterol" Metabolites 0.04337 0.00604 7e-13 0.05313 0.00651 3e-16 0.0263 0.00511 3e-07 0.0592874524716 1.75564032460335 3e-16
23420 "Free Cholesterol in VLDL" Metabolites -0.03964 0.00618 1e-10 -0.02093 0.00666 0.002 -0.06167 0.00524 5e-32 0.0651263049818626 16.750013717834 5e-32
23421 "Free Cholesterol in LDL" Metabolites 0.06516 0.00607 8e-27 -0.00091 0.00655 0.9 0.14948 0.00515 3e-185 0.149481217555951 6.02322869298936 3e-185
23422 "Free Cholesterol in HDL" Metabolites 0.04011 0.00559 7e-13 0.12277 0.00602 2e-92 -0.07598 0.00473 5e-58 0.14437800131192 21.8831924905795 2e-92
23423 "Total Lipids in Lipoprotein Particles" Metabolites 0.00986 0.00603 0.1 0.04315 0.0065 3e-11 -0.03632 0.00511 1e-12 0.0564011148174498 21.3272702509094 1e-12
23424 "Total Lipids in VLDL" Metabolites -0.07461 0.00615 7e-34 -0.04161 0.00663 3e-10 -0.11308 0.00521 2e-104 0.120492149974903 16.6531353040851 2e-104
23425 "Total Lipids in LDL" Metabolites 0.04393 0.00609 5e-13 -0.00729 0.00656 0.3 0.10989 0.00516 1e-100 0.110129105863695 6.25306113273008 1e-100
23426 "Total Lipids in HDL" Metabolites 0.04434 0.00565 4e-15 0.13591 0.00609 4e-110 -0.08423 0.00479 3e-69 0.159895018476121 21.8806518220174 4e-110
23427 "Total Concentration of Lipoprotein Particles" Metabolites 0.06336 0.00569 1e-28 0.08247 0.00614 4e-41 0.03183 0.00482 4e-11 0.0883971566042273 1.40698863323741 4e-41
23428 "Concentration of VLDL Particles" Metabolites -0.02071 0.00615 0.0008 -0.00396 0.00663 0.6 -0.04173 0.00521 1e-15 0.0419162128720911 17.6387987145393 1e-15
23429 "Concentration of LDL Particles" Metabolites 0.02332 0.00615 0.0002 -0.00986 0.00663 0.1 0.06647 0.00521 3e-37 0.0671953675685637 6.56232096494983 3e-37
23430 "Concentration of HDL Particles" Metabolites 0.06174 0.00571 3e-27 0.08511 0.00615 2e-43 0.02455 0.00484 4e-07 0.0885790435956035 1.07259511005003 2e-43
23431 "Average Diameter for VLDL Particles" Metabolites -0.13988 0.00592 3e-123 -0.12924 0.00638 4e-91 -0.14224 0.00502 1e-176 0.192186271569041 15.1827219501214 1e-176
23432 "Average Diameter for LDL Particles" Metabolites 0.099 0.00601 6e-61 0.13546 0.00648 4e-97 0.04075 0.00509 1e-15 0.141457543737907 1.1162587555549 4e-97
23433 "Average Diameter for HDL Particles" Metabolites 0.00403 0.00565 0.5 0.12567 0.00609 1e-94 -0.16199 0.00478 7e-251 0.205020120806193 20.5201903569083 7e-251
23434 Phosphoglycerides Metabolites 0.0324 0.00581 2e-08 0.11948 0.00626 3e-81 -0.08902 0.00492 3e-73 0.148997730528932 21.5542350625356 3e-81
23435 "Triglycerides to Phosphoglycerides ratio" Metabolites -0.12095 0.00593 2e-92 -0.11318 0.00639 4e-70 -0.12103 0.00502 4e-128 0.165704047029972 15.1278470188117 4e-128
23436 "Total Cholines" Metabolites 0.04227 0.00576 2e-13 0.11713 0.00621 3e-79 -0.06334 0.00488 2e-38 0.133155801774958 22.1065686935994 3e-79
23437 Phosphatidylcholines Metabolites 0.05762 0.0058 3e-23 0.13583 0.00625 1e-104 -0.05389 0.00491 5e-28 0.146133653189782 22.5572998630744 1e-104
23438 Sphingomyelins Metabolites 0.04224 0.0057 1e-13 0.05817 0.00614 3e-21 0.01689 0.00483 0.0005 0.0605747079351679 1.07903331702461 3e-21
23439 "Apolipoprotein B" Metabolites 0.02794 0.0062 7e-06 0.00738 0.00669 0.3 0.05353 0.00525 2e-24 0.0540328572041436 5.47682716010614 2e-24
23440 "Apolipoprotein A1" Metabolites 0.05061 0.00571 7e-19 0.11932 0.00615 9e-84 -0.04737 0.00483 1e-22 0.128378689627295 22.5564886443885 9e-84
23441 "Apolipoprotein B to Apolipoprotein A1 ratio" Metabolites -0.00539 0.00619 0.4 -0.067 0.00667 1e-23 0.07897 0.00524 3e-51 0.103562522012824 8.68739917368947 3e-51
23442 "Total Fatty Acids" Metabolites -0.06479 0.00608 2e-26 0.0176 0.00655 0.007 -0.17138 0.00515 2e-242 0.172280907064867 18.3909036566066 2e-242
23443 "Degree of Unsaturation" Metabolites 0.06208 0.00594 2e-25 0.04845 0.00641 4e-14 0.07527 0.00503 2e-50 0.0895116816959371 3.8154948675831 2e-50
23444 "Omega-3 Fatty Acids" Metabolites -0.03746 0.00595 3e-10 0.01414 0.00641 0.03 -0.10451 0.00504 2e-95 0.105457833678976 18.5136929625871 2e-95
23445 "Omega-6 Fatty Acids" Metabolites -0.01845 0.00601 0.002 0.03986 0.00648 8e-10 -0.09626 0.00509 1e-79 0.104185241451374 19.49960889683 1e-79
23446 "Polyunsaturated Fatty Acids" Metabolites -0.02516 0.00598 3e-05 0.03854 0.00645 2e-09 -0.10971 0.00507 9e-104 0.116283831212362 19.2903805801772 9e-104
23447 "Monounsaturated Fatty Acids" Metabolites -0.09089 0.0061 3e-50 0.00445 0.00657 0.5 -0.21287 0.00516 0 0.212912903898957 18.0798611225698 0
23448 "Saturated Fatty Acids" Metabolites -0.06349 0.0061 2e-25 0.01077 0.00657 0.1 -0.1591 0.00517 7e-208 0.159467369391178 18.2581129368771 7e-208
23449 "Linoleic Acid" Metabolites -0.01184 0.00608 0.05 0.03183 0.00655 1e-06 -0.07027 0.00515 2e-42 0.0771455793674118 19.6243642174916 2e-42
23450 "Docosahexaenoic Acid" Metabolites 0.04199 0.00581 5e-13 0.04298 0.00626 7e-12 0.037 0.00492 5e-14 0.056713482978461 2.71459021855203 5e-14
23451 "Omega-3 Fatty Acids to Total Fatty Acids percentage" Metabolites -0.00716 0.00602 0.2 0.00997 0.00649 0.1 -0.02986 0.0051 5e-09 0.0314834072202493 19.2310267294546 5e-09
23452 "Omega-6 Fatty Acids to Total Fatty Acids percentage" Metabolites 0.09726 0.006 4e-59 0.02198 0.00646 0.0007 0.19135 0.00508 8e-310 0.192612273127004 5.56317500491793 8e-310
23453 "Polyunsaturated Fatty Acids to Total Fatty Acids percentage" Metabolites 0.09172 0.00598 4e-53 0.02542 0.00644 8e-05 0.17409 0.00506 2e-258 0.175931763371555 5.44610832304454 2e-258
23454 "Monounsaturated Fatty Acids to Total Fatty Acids percentage" Metabolites -0.10939 0.00603 1e-73 -0.01779 0.0065 0.006 -0.22464 0.00511 0 0.22534375186106 17.6981511810758 0
23455 "Saturated Fatty Acids to Total Fatty Acids percentage" Metabolites -0.02969 0.00616 1e-06 -0.01892 0.00663 0.004 -0.04177 0.00521 1e-15 0.0458574362191833 16.3751205731181 1e-15
23456 "Linoleic Acid to Total Fatty Acids percentage" Metabolites 0.08375 0.00605 1e-43 0.02076 0.00652 0.001 0.16227 0.00512 1e-219 0.16359445259067 5.51385486580992 1e-219
23457 "Docosahexaenoic Acid to Total Fatty Acids percentage" Metabolites 0.08479 0.00603 7e-45 0.03692 0.0065 1e-08 0.14263 0.00511 3e-171 0.147331876066469 5.03258596462522 3e-171
23458 "Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio" Metabolites 0.10554 0.00605 3e-68 0.02058 0.00652 0.002 0.21208 0.00512 0 0.21307898465288 5.63047680949217 0
23459 "Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio" Metabolites 0.03462 0.00599 8e-09 -0.00066 0.00646 0.9 0.07968 0.00508 2e-55 0.0796805000205356 6.03185359949661 2e-55
23460 Alanine Metabolites 0.05974 0.00496 2e-33 -0.06454 0.00534 1e-33 0.22379 0.0042 0 0.232907119314778 7.07243735867866 0
23461 Glutamine Metabolites -0.1045 0.00597 2e-68 -0.05344 0.00643 1e-16 -0.16494 0.00506 9e-233 0.173379432389829 16.8031293763521 9e-233
23462 Glycine Metabolites 0.05116 0.0058 1e-18 -0.01033 0.00625 0.1 0.13037 0.00492 9e-155 0.130778075328056 6.30195029443489 9e-155
23463 Histidine Metabolites -0.04387 0.00568 1e-14 -0.00043 0.00612 0.9 -0.09923 0.00481 2e-94 0.0992307282164438 17.9834274232104 2e-94
23464 "Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)" Metabolites -0.02257 0.00579 0.0001 0.13363 0.00624 1e-101 -0.23396 0.0049 0 0.269435773942105 19.982219170543 0
23465 Isoleucine Metabolites -0.00555 0.00563 0.3 0.23702 0.00607 0 -0.33742 0.00477 0 0.412345266519243 20.3390439641311 0
23466 Leucine Metabolites -0.09087 0.00575 3e-56 0.04011 0.0062 1e-10 -0.26207 0.00487 0 0.2651174004694 18.5801468967217 0
23467 Valine Metabolites 0.01306 0.00579 0.02 0.1333 0.00625 5e-101 -0.15219 0.00491 7e-211 0.202314696049324 20.7476556188008 7e-211
23468 Phenylalanine Metabolites -0.0099 0.00565 0.08 0.14564 0.00609 2e-126 -0.22124 0.00478 0 0.264867473387139 20.2237458476743 0
23469 Tyrosine Metabolites 0.1143 0.00601 2e-80 0.1694 0.00648 2e-150 0.02926 0.00509 9e-09 0.171912693091001 0.653396227196438 2e-150
23470 Glucose Metabolites -0.04097 0.00533 1e-14 0.0757 0.00574 1e-39 -0.19607 0.00451 0 0.210177008383592 19.4073472803469 0
23471 Lactate Metabolites -0.14036 0.00564 1e-136 -0.40717 0.00607 0 0.23509 0.00477 0 0.470162964561888 9.99992015741972 0
23472 Pyruvate Metabolites -0.13143 0.00548 4e-127 -0.21575 0.0059 1e-291 -0.00517 0.00464 0.3 0.21581220262645 12.0914655552482 1e-291
23473 Citrate Metabolites 0.03473 0.00573 1e-09 0.07881 0.00617 3e-37 -0.02833 0.00485 5e-09 0.083744082642788 22.681965682266 3e-37
23474 3-Hydroxybutyrate Metabolites -0.13514 0.00503 6e-159 -0.06463 0.00542 1e-32 -0.2204 0.00425 0 0.229677669576151 16.9104378202639 0
23475 Acetate Metabolites 0.04324 0.00171 2e-140 0.08841 0.00185 0 -0.02217 0.00145 1e-52 0.0911493448884247 23.0615724338734 0
23476 Acetoacetate Metabolites -0.06844 0.00478 2e-46 0.13224 0.00516 7e-145 -0.33859 0.00404 0 0.363501721965933 19.422269220036 0
23477 Acetone Metabolites -0.07439 0.00479 2e-54 0.07752 0.00517 7e-51 -0.27617 0.00405 0 0.28683985727148 19.0452724396549 0
23478 Creatinine Metabolites 0.01041 0.00464 0.02 0.07039 0.005 5e-45 -0.07209 0.00393 4e-75 0.100750103139112 20.9544715289574 4e-75
23479 Albumin Metabolites 0.04744 0.0058 3e-16 0.05684 0.00625 1e-19 0.03051 0.00491 5e-10 0.0645157737866911 1.88172759940229 1e-19
23480 "Glycoprotein Acetyls" Metabolites -0.09521 0.00605 1e-55 -0.07835 0.00652 3e-33 -0.10993 0.00513 6e-102 0.134991875212798 15.63487314678 6e-102
23481 "Concentration of Chylomicrons and Extremely Large VLDL Particles" Metabolites -0.12581 0.00579 9e-105 -0.05469 0.00624 2e-18 -0.2118 0.0049 0 0.218750192787486 17.0347898556495 0
23482 "Total Lipids in Chylomicrons and Extremely Large VLDL" Metabolites -0.14227 0.00597 1e-125 -0.06321 0.00643 8e-23 -0.23762 0.00505 0 0.245883665091099 17.0069431749408 0
23483 "Phospholipids in Chylomicrons and Extremely Large VLDL" Metabolites -0.1332 0.00586 3e-114 -0.05696 0.00632 2e-19 -0.22552 0.00496 0 0.232598267045004 17.0550357194753 0
23484 "Cholesterol in Chylomicrons and Extremely Large VLDL" Metabolites -0.13492 0.00597 4e-113 -0.06103 0.00643 2e-21 -0.22386 0.00505 0 0.232025921065777 16.9833834371004 0
23485 "Cholesteryl Esters in Chylomicrons and Extremely Large VLDL" Metabolites -0.13277 0.00598 3e-109 -0.0651 0.00644 5e-24 -0.21342 0.00506 0 0.223131572561372 16.8691765251926 0
23486 "Free Cholesterol in Chylomicrons and Extremely Large VLDL" Metabolites -0.13193 0.00588 2e-111 -0.05281 0.00634 8e-17 -0.22829 0.00498 0 0.234320633617276 17.131635375144 0
23487 "Triglycerides in Chylomicrons and Extremely Large VLDL" Metabolites -0.13783 0.00587 8e-122 -0.0611 0.00633 5e-22 -0.2304 0.00497 0 0.238368182626473 17.0098815410987 0
23488 "Concentration of Very Large VLDL Particles" Metabolites -0.09754 0.00593 1e-60 -0.07145 0.00639 6e-29 -0.12461 0.00503 1e-135 0.143636924629811 16.0113913926529 1e-135
23489 "Total Lipids in Very Large VLDL" Metabolites -0.10586 0.00604 8e-69 -0.07493 0.0065 1e-30 -0.13879 0.00511 4e-162 0.157725535630199 16.1091523037512 4e-162
23490 "Phospholipids in Very Large VLDL" Metabolites -0.09991 0.00599 2e-62 -0.06527 0.00646 5e-24 -0.1384 0.00507 2e-163 0.153018171153306 16.3167317924209 2e-163
23491 "Cholesterol in Very Large VLDL" Metabolites -0.07866 0.0061 5e-38 -0.05728 0.00658 3e-18 -0.10096 0.00517 6e-85 0.116076568766869 16.0286732582301 6e-85
23492 "Cholesteryl Esters in Very Large VLDL" Metabolites -0.05809 0.00614 3e-21 -0.05109 0.00662 1e-14 -0.06258 0.0052 2e-33 0.0807835044556187 15.3848206441857 2e-33
