FID Name Type Covariate R2 pvalue
ifnl2 IFNL2 Proteins month_attending 0.00045 0.06
ifnl2 IFNL2 Proteins panel_date 0.00121 1
ifnl2 IFNL2 Proteins ppp_sel 0 0.8
ifnl2 IFNL2 Proteins sex 0.00027 0.009
ifnl2 IFNL2 Proteins smoking 0.00047 9e-06
ifnl2 IFNL2 Proteins time_day 6e-05 0.1
ifnlr1 IFNLR1 Proteins Batch 1e-05 1
ifnlr1 IFNLR1 Proteins PCs 0.00376 3e-21
ifnlr1 IFNLR1 Proteins age_recruitment 0.00576 0.0005
ifnlr1 IFNLR1 Proteins assessment_centre 0.00216 4e-13
ifnlr1 IFNLR1 Proteins bmi 0.06149 0
ifnlr1 IFNLR1 Proteins fasting 0.00066 2e-08
ifnlr1 IFNLR1 Proteins month_attending 0.00135 1e-09
ifnlr1 IFNLR1 Proteins panel_date 0.00133 1
ifnlr1 IFNLR1 Proteins ppp_sel 0.00032 0.0001
ifnlr1 IFNLR1 Proteins sex 0.01973 4e-148
ifnlr1 IFNLR1 Proteins smoking 0.00486 4e-52
ifnlr1 IFNLR1 Proteins time_day 0.00474 6e-51
ifnw1 IFNW1 Proteins Batch 9e-05 0.6
ifnw1 IFNW1 Proteins PCs 0.00056 0.03
ifnw1 IFNW1 Proteins age_recruitment 0.00069 9e-08
ifnw1 IFNW1 Proteins assessment_centre 0.00061 0.2
ifnw1 IFNW1 Proteins bmi 0.00019 0.004
ifnw1 IFNW1 Proteins fasting 0 0.8
ifnw1 IFNW1 Proteins month_attending 0.00019 0.7
ifnw1 IFNW1 Proteins panel_date 0.00115 1
ifnw1 IFNW1 Proteins ppp_sel 1e-05 0.5
ifnw1 IFNW1 Proteins sex 0.00016 0.01
ifnw1 IFNW1 Proteins smoking 6e-05 0.1
ifnw1 IFNW1 Proteins time_day 0 0.8
ift20 IFT20 Proteins Batch 1e-04 0.5
ift20 IFT20 Proteins PCs 0.00365 2e-25
ift20 IFT20 Proteins age_recruitment 0.00053 0.3
ift20 IFT20 Proteins assessment_centre 0.01175 2e-93
ift20 IFT20 Proteins bmi 0.00253 2e-25
ift20 IFT20 Proteins fasting 0.00033 0.0002
ift20 IFT20 Proteins month_attending 0.00206 4e-14
ift20 IFT20 Proteins panel_date 0.0015 0.9
ift20 IFT20 Proteins ppp_sel 0 0.9
ift20 IFT20 Proteins sex 0.00056 0.2
ift20 IFT20 Proteins smoking 0.00024 0.001
ift20 IFT20 Proteins time_day 0 0.9
igbp1 IGBP1 Proteins Batch 0.00011 0.4
igbp1 IGBP1 Proteins PCs 0.00193 2e-06
igbp1 IGBP1 Proteins age_recruitment 0.00114 0.05
igbp1 IGBP1 Proteins assessment_centre 0.04 0
igbp1 IGBP1 Proteins bmi 0.00501 5e-52
igbp1 IGBP1 Proteins fasting 7e-05 0.08
igbp1 IGBP1 Proteins month_attending 0.00506 1e-43
igbp1 IGBP1 Proteins panel_date 0.00191 0.3
igbp1 IGBP1 Proteins ppp_sel 1e-05 0.5
igbp1 IGBP1 Proteins sex 0.00891 3e-80
igbp1 IGBP1 Proteins smoking 0.00086 3e-10
igbp1 IGBP1 Proteins time_day 0.00154 4e-17
igdcc3 IGDCC3 Proteins Batch 0.00011 0.5
igdcc3 IGDCC3 Proteins PCs 0.00032 0.1
igdcc3 IGDCC3 Proteins age_recruitment 0.00034 0.0002
igdcc3 IGDCC3 Proteins assessment_centre 0.00071 0.08
igdcc3 IGDCC3 Proteins bmi 0 0.7
igdcc3 IGDCC3 Proteins fasting 7e-05 0.08
igdcc3 IGDCC3 Proteins month_attending 0.00047 0.05
igdcc3 IGDCC3 Proteins panel_date 0.00098 1
igdcc3 IGDCC3 Proteins ppp_sel 4e-05 0.2
igdcc3 IGDCC3 Proteins sex 0.00024 0.002
igdcc3 IGDCC3 Proteins smoking 0.00017 0.007
igdcc3 IGDCC3 Proteins time_day 4e-05 0.2
igdcc4 IGDCC4 Proteins Batch 8e-05 0.5
igdcc4 IGDCC4 Proteins PCs 0.01182 2e-107
igdcc4 IGDCC4 Proteins age_recruitment 0.07799 0
igdcc4 IGDCC4 Proteins assessment_centre 0.00332 2e-25
igdcc4 IGDCC4 Proteins bmi 0.01579 1e-174
igdcc4 IGDCC4 Proteins fasting 0 0.8
igdcc4 IGDCC4 Proteins month_attending 0.00149 1e-11
igdcc4 IGDCC4 Proteins panel_date 0.00105 1
igdcc4 IGDCC4 Proteins ppp_sel 0.00156 6e-19
igdcc4 IGDCC4 Proteins sex 0.03067 0
igdcc4 IGDCC4 Proteins smoking 0.00762 1e-85
igdcc4 IGDCC4 Proteins time_day 0.00066 7e-09
igf1r IGF1R Proteins Batch 0.00019 0.1
igf1r IGF1R Proteins PCs 0.00503 5e-26
igf1r IGF1R Proteins age_recruitment 0.05797 0
igf1r IGF1R Proteins assessment_centre 0.00291 4e-19
igf1r IGF1R Proteins bmi 0.00451 2e-47
igf1r IGF1R Proteins fasting 0.00025 0.0006
igf1r IGF1R Proteins month_attending 0.00063 0.002
igf1r IGF1R Proteins panel_date 0.00123 1
igf1r IGF1R Proteins ppp_sel 0.00145 2e-16
igf1r IGF1R Proteins sex 0.01104 1e-70
igf1r IGF1R Proteins smoking 0.00129 9e-15
igf1r IGF1R Proteins time_day 0.00028 0.0003
igf2bp3 IGF2BP3 Proteins Batch 3e-05 0.9
igf2bp3 IGF2BP3 Proteins PCs 0.00204 6e-13
igf2bp3 IGF2BP3 Proteins age_recruitment 0.00068 9e-08
igf2bp3 IGF2BP3 Proteins assessment_centre 0.00095 0.005
igf2bp3 IGF2BP3 Proteins bmi 4e-05 0.2
igf2bp3 IGF2BP3 Proteins fasting 0.00036 0.0001
igf2bp3 IGF2BP3 Proteins month_attending 0.00028 0.4
igf2bp3 IGF2BP3 Proteins panel_date 0.00098 1
igf2bp3 IGF2BP3 Proteins ppp_sel 0 0.8
igf2bp3 IGF2BP3 Proteins sex 4e-05 0.2
igf2bp3 IGF2BP3 Proteins smoking 0.00166 8e-17
igf2bp3 IGF2BP3 Proteins time_day 1e-05 0.5
igf2r IGF2R Proteins Batch 4e-05 0.9
igf2r IGF2R Proteins PCs 0.00632 5e-21
igf2r IGF2R Proteins age_recruitment 0.02575 8e-244
igf2r IGF2R Proteins assessment_centre 0.00161 3e-08
igf2r IGF2R Proteins bmi 0.04167 0
igf2r IGF2R Proteins fasting 0.00182 3e-20
igf2r IGF2R Proteins month_attending 0.00045 0.03
igf2r IGF2R Proteins panel_date 0.00119 1
igf2r IGF2R Proteins ppp_sel 0.00124 3e-14
igf2r IGF2R Proteins sex 0.00457 6e-32
igf2r IGF2R Proteins smoking 0.00025 0.0006
igf2r IGF2R Proteins time_day 0.00044 6e-06
igfbp1 IGFBP1 Proteins Batch 5e-05 0.7
igfbp1 IGFBP1 Proteins PCs 0.01383 8e-131
igfbp1 IGFBP1 Proteins age_recruitment 0.00469 1e-55
igfbp1 IGFBP1 Proteins assessment_centre 0.00122 3e-07
igfbp1 IGFBP1 Proteins bmi 0.14998 0
igfbp1 IGFBP1 Proteins fasting 0.01716 1e-208
igfbp1 IGFBP1 Proteins month_attending 0.00034 0.06
igfbp1 IGFBP1 Proteins panel_date 0.002 0.03
igfbp1 IGFBP1 Proteins ppp_sel 0.00031 3e-05
igfbp1 IGFBP1 Proteins sex 0.04088 0
igfbp1 IGFBP1 Proteins smoking 0.00028 8e-05
igfbp1 IGFBP1 Proteins time_day 0.00205 9e-27
igfbp2 IGFBP2 Proteins Batch 5e-05 0.7
igfbp2 IGFBP2 Proteins PCs 0.04527 0
igfbp2 IGFBP2 Proteins age_recruitment 0.04289 0
igfbp2 IGFBP2 Proteins assessment_centre 0.00197 2e-15
igfbp2 IGFBP2 Proteins bmi 0.16523 0
igfbp2 IGFBP2 Proteins fasting 0.00249 8e-34
igfbp2 IGFBP2 Proteins month_attending 0.00018 0.5
igfbp2 IGFBP2 Proteins panel_date 0.00214 0.003
igfbp2 IGFBP2 Proteins ppp_sel 0.0034 2e-45
igfbp2 IGFBP2 Proteins sex 0.00727 3e-92
igfbp2 IGFBP2 Proteins smoking 0.00169 2e-23
igfbp2 IGFBP2 Proteins time_day 0.00017 0.002
igfbp3 IGFBP3 Proteins Batch 9e-05 0.5
igfbp3 IGFBP3 Proteins PCs 0.0126 5e-97
igfbp3 IGFBP3 Proteins age_recruitment 0.01314 2e-87
igfbp3 IGFBP3 Proteins assessment_centre 0.00193 4e-11
igfbp3 IGFBP3 Proteins bmi 0.00011 0.02
igfbp3 IGFBP3 Proteins fasting 0.00071 7e-09
igfbp3 IGFBP3 Proteins month_attending 0.00083 4e-05
igfbp3 IGFBP3 Proteins panel_date 0.00116 1
igfbp3 IGFBP3 Proteins ppp_sel 0.00129 6e-15
igfbp3 IGFBP3 Proteins sex 0.06512 0
igfbp3 IGFBP3 Proteins smoking 0.00331 7e-36
igfbp3 IGFBP3 Proteins time_day 4e-05 0.2
igfbp4 IGFBP4 Proteins Batch 0.00031 0.004
igfbp4 IGFBP4 Proteins PCs 0.01712 3e-154
igfbp4 IGFBP4 Proteins age_recruitment 0.10081 0
igfbp4 IGFBP4 Proteins assessment_centre 0.00278 6e-23
igfbp4 IGFBP4 Proteins bmi 0.06713 0
igfbp4 IGFBP4 Proteins fasting 0.00202 2e-26
igfbp4 IGFBP4 Proteins month_attending 0.00083 3e-06
igfbp4 IGFBP4 Proteins panel_date 0.00179 0.2
igfbp4 IGFBP4 Proteins ppp_sel 0.00636 5e-79
igfbp4 IGFBP4 Proteins sex 0.00349 9e-42
igfbp4 IGFBP4 Proteins smoking 0.02485 2e-299
igfbp4 IGFBP4 Proteins time_day 0.0188 6e-228
igfbp6 IGFBP6 Proteins Batch 6e-05 0.6
igfbp6 IGFBP6 Proteins PCs 0.00735 5e-42
igfbp6 IGFBP6 Proteins age_recruitment 0.03175 0
igfbp6 IGFBP6 Proteins assessment_centre 0.00146 1e-10
igfbp6 IGFBP6 Proteins bmi 0.05811 0
igfbp6 IGFBP6 Proteins fasting 0.00115 5e-17
igfbp6 IGFBP6 Proteins month_attending 0.00056 0.0003
igfbp6 IGFBP6 Proteins panel_date 0.00147 0.4
igfbp6 IGFBP6 Proteins ppp_sel 0.00159 8e-23
igfbp6 IGFBP6 Proteins sex 0.20385 0
igfbp6 IGFBP6 Proteins smoking 0.00031 1e-05
igfbp6 IGFBP6 Proteins time_day 9e-05 0.02
igfbp7 IGFBP7 Proteins Batch 7e-05 0.6
igfbp7 IGFBP7 Proteins PCs 0.0024 9e-09
igfbp7 IGFBP7 Proteins age_recruitment 0.08135 0
igfbp7 IGFBP7 Proteins assessment_centre 0.00171 3e-10
igfbp7 IGFBP7 Proteins bmi 0.02066 6e-227
igfbp7 IGFBP7 Proteins fasting 0.00087 3e-11
igfbp7 IGFBP7 Proteins month_attending 0.00076 6e-05
igfbp7 IGFBP7 Proteins panel_date 0.00092 1
igfbp7 IGFBP7 Proteins ppp_sel 0.00441 2e-50
igfbp7 IGFBP7 Proteins sex 0.03446 0
igfbp7 IGFBP7 Proteins smoking 0.00272 8e-32
igfbp7 IGFBP7 Proteins time_day 0.00071 2e-09
igfbpl1 IGFBPL1 Proteins Batch 2e-05 1
igfbpl1 IGFBPL1 Proteins PCs 0.01245 6e-110
igfbpl1 IGFBPL1 Proteins age_recruitment 0.0977 0
igfbpl1 IGFBPL1 Proteins assessment_centre 0.00102 0.0001
igfbpl1 IGFBPL1 Proteins bmi 0.03637 0
igfbpl1 IGFBPL1 Proteins fasting 0.00013 0.01
igfbpl1 IGFBPL1 Proteins month_attending 0.00015 0.7
igfbpl1 IGFBPL1 Proteins panel_date 0.00121 1
igfbpl1 IGFBPL1 Proteins ppp_sel 0.00329 4e-38
igfbpl1 IGFBPL1 Proteins sex 0.00811 6e-75
igfbpl1 IGFBPL1 Proteins smoking 0.00067 5e-09
igfbpl1 IGFBPL1 Proteins time_day 1e-05 0.4
igfl4 IGFL4 Proteins Batch 4e-05 0.9
igfl4 IGFL4 Proteins PCs 0.00116 4e-09
igfl4 IGFL4 Proteins age_recruitment 0.00084 5e-09
igfl4 IGFL4 Proteins assessment_centre 0.00057 0.2
igfl4 IGFL4 Proteins bmi 0.00015 0.01
igfl4 IGFL4 Proteins fasting 0 0.7
igfl4 IGFL4 Proteins month_attending 0.00026 0.5
igfl4 IGFL4 Proteins panel_date 0.00081 1
igfl4 IGFL4 Proteins ppp_sel 7e-05 0.08
igfl4 IGFL4 Proteins sex 0.00049 9e-06
igfl4 IGFL4 Proteins smoking 1e-05 0.5
igfl4 IGFL4 Proteins time_day 1e-05 0.6
ighmbp2 IGHMBP2 Proteins Batch 0.00015 0.3
ighmbp2 IGHMBP2 Proteins PCs 0.00148 0.0002
ighmbp2 IGHMBP2 Proteins age_recruitment 0.00114 3e-11
ighmbp2 IGHMBP2 Proteins assessment_centre 0.00845 2e-63
ighmbp2 IGHMBP2 Proteins bmi 0.00058 7e-07
ighmbp2 IGHMBP2 Proteins fasting 0.00033 0.0002
ighmbp2 IGHMBP2 Proteins month_attending 0.00116 1e-06
ighmbp2 IGHMBP2 Proteins panel_date 0.00175 0.8
ighmbp2 IGHMBP2 Proteins ppp_sel 1e-05 0.6
ighmbp2 IGHMBP2 Proteins sex 3e-04 0.003
ighmbp2 IGHMBP2 Proteins smoking 0.00077 1e-08
ighmbp2 IGHMBP2 Proteins time_day 0.00013 0.02
iglc2 IGLC2 Proteins Batch 5e-05 0.8
iglc2 IGLC2 Proteins PCs 0.00861 2e-24
iglc2 IGLC2 Proteins age_recruitment 0.01472 1e-140
iglc2 IGLC2 Proteins assessment_centre 0.00243 9e-15
iglc2 IGLC2 Proteins bmi 0.02451 6e-244
iglc2 IGLC2 Proteins fasting 0.00099 2e-11
iglc2 IGLC2 Proteins month_attending 0.00048 0.03
iglc2 IGLC2 Proteins panel_date 0.00165 0.6
iglc2 IGLC2 Proteins ppp_sel 0.00262 5e-28
iglc2 IGLC2 Proteins sex 0.00548 5e-49
iglc2 IGLC2 Proteins smoking 0.00498 1e-51
iglc2 IGLC2 Proteins time_day 1e-05 0.5
iglon5 IGLON5 Proteins Batch 4e-05 0.9
iglon5 IGLON5 Proteins PCs 0.00051 0.02
iglon5 IGLON5 Proteins age_recruitment 8e-05 0.1
iglon5 IGLON5 Proteins assessment_centre 0.00071 0.07
iglon5 IGLON5 Proteins bmi 4e-05 0.2
iglon5 IGLON5 Proteins fasting 0.00018 0.006
iglon5 IGLON5 Proteins month_attending 0.00026 0.5
iglon5 IGLON5 Proteins panel_date 0.00171 0.7
iglon5 IGLON5 Proteins ppp_sel 2e-05 0.3
iglon5 IGLON5 Proteins sex 3e-05 0.5
iglon5 IGLON5 Proteins smoking 0.00046 1e-05
iglon5 IGLON5 Proteins time_day 2e-05 0.3
igsf21 IGSF21 Proteins Batch 0.00016 0.2
igsf21 IGSF21 Proteins PCs 0.00407 4e-23
igsf21 IGSF21 Proteins age_recruitment 0.00949 1e-48
igsf21 IGSF21 Proteins assessment_centre 0.00099 0.0007
igsf21 IGSF21 Proteins bmi 0.00011 0.02
igsf21 IGSF21 Proteins fasting 0.00016 0.007
igsf21 IGSF21 Proteins month_attending 0.00061 0.003
igsf21 IGSF21 Proteins panel_date 0.00139 0.9
igsf21 IGSF21 Proteins ppp_sel 0.00035 6e-05
igsf21 IGSF21 Proteins sex 0.08222 0
igsf21 IGSF21 Proteins smoking 0.00449 2e-47
igsf21 IGSF21 Proteins time_day 0.00065 4e-08
igsf3 IGSF3 Proteins Batch 0.00011 0.3
igsf3 IGSF3 Proteins PCs 0.01591 6e-130
igsf3 IGSF3 Proteins age_recruitment 0.03124 6e-281
igsf3 IGSF3 Proteins assessment_centre 0.00192 2e-12
igsf3 IGSF3 Proteins bmi 0.11753 0
igsf3 IGSF3 Proteins fasting 0 1
igsf3 IGSF3 Proteins month_attending 0.00151 3e-12
igsf3 IGSF3 Proteins panel_date 0.00146 0.9
igsf3 IGSF3 Proteins ppp_sel 0.00141 1e-17
igsf3 IGSF3 Proteins sex 0.00624 0.002
igsf3 IGSF3 Proteins smoking 0.00035 2e-05
igsf3 IGSF3 Proteins time_day 5e-05 0.1
igsf8 IGSF8 Proteins Batch 5e-05 0.8
igsf8 IGSF8 Proteins PCs 0.00603 7e-27
igsf8 IGSF8 Proteins age_recruitment 0.01498 2e-122
igsf8 IGSF8 Proteins assessment_centre 0.00227 3e-13
igsf8 IGSF8 Proteins bmi 0.02018 2e-200
igsf8 IGSF8 Proteins fasting 0.00028 0.0004
igsf8 IGSF8 Proteins month_attending 0.00109 7e-07
igsf8 IGSF8 Proteins panel_date 0.0011 1
igsf8 IGSF8 Proteins ppp_sel 0.00032 0.0001
igsf8 IGSF8 Proteins sex 0.01656 8e-138
igsf8 IGSF8 Proteins smoking 0.00453 9e-47
igsf8 IGSF8 Proteins time_day 0.0026 1e-27
igsf9 IGSF9 Proteins Batch 9e-05 0.4
igsf9 IGSF9 Proteins PCs 0.00796 2e-27
igsf9 IGSF9 Proteins age_recruitment 0.02097 1e-238
igsf9 IGSF9 Proteins assessment_centre 0.00269 6e-23
igsf9 IGSF9 Proteins bmi 0.21102 0
igsf9 IGSF9 Proteins fasting 0.002 7e-27
igsf9 IGSF9 Proteins month_attending 0.00077 6e-06
igsf9 IGSF9 Proteins panel_date 0.00242 0.0002
igsf9 IGSF9 Proteins ppp_sel 0 1
igsf9 IGSF9 Proteins sex 0.00436 7e-33
igsf9 IGSF9 Proteins smoking 0.00267 3e-35
igsf9 IGSF9 Proteins time_day 3e-05 0.2
ikbkg IKBKG Proteins Batch 1e-04 0.4
ikbkg IKBKG Proteins PCs 0.00142 4e-06
ikbkg IKBKG Proteins age_recruitment 0.00064 0.009
ikbkg IKBKG Proteins assessment_centre 0.06614 0
ikbkg IKBKG Proteins bmi 0.0045 6e-48
ikbkg IKBKG Proteins fasting 0.00013 0.01
ikbkg IKBKG Proteins month_attending 0.01599 6e-153
ikbkg IKBKG Proteins panel_date 0.00286 0.0004
ikbkg IKBKG Proteins ppp_sel 6e-05 0.1
ikbkg IKBKG Proteins sex 0.00268 4e-24
ikbkg IKBKG Proteins smoking 0.00025 0.0006
ikbkg IKBKG Proteins time_day 0.00139 6e-16
ikzf2 IKZF2 Proteins Batch 0.00017 0.2
ikzf2 IKZF2 Proteins PCs 0.00184 1e-06
ikzf2 IKZF2 Proteins age_recruitment 0.00246 4e-24
ikzf2 IKZF2 Proteins assessment_centre 0.00114 0.0004
ikzf2 IKZF2 Proteins bmi 4e-05 0.2
ikzf2 IKZF2 Proteins fasting 9e-05 0.05
ikzf2 IKZF2 Proteins month_attending 0.00018 0.7
ikzf2 IKZF2 Proteins panel_date 0.00127 1
ikzf2 IKZF2 Proteins ppp_sel 6e-05 0.1
ikzf2 IKZF2 Proteins sex 3e-05 0.6
ikzf2 IKZF2 Proteins smoking 0.00413 1e-39
ikzf2 IKZF2 Proteins time_day 1e-05 0.5
il10 IL10 Proteins Batch 4e-05 0.9
il10 IL10 Proteins PCs 0.00107 0.0004
il10 IL10 Proteins age_recruitment 0.00112 4e-11
il10 IL10 Proteins assessment_centre 0.00135 2e-05
il10 IL10 Proteins bmi 0.00062 3e-07
il10 IL10 Proteins fasting 0.00028 0.0006
il10 IL10 Proteins month_attending 0.00117 7e-07
il10 IL10 Proteins panel_date 0.00143 1
il10 IL10 Proteins ppp_sel 0.00128 2e-13
il10 IL10 Proteins sex 0.00011 0.5
il10 IL10 Proteins smoking 0.00197 6e-20
il10 IL10 Proteins time_day 0.0069 1e-65
il10ra IL10RA Proteins Batch 0.00028 0.03
il10ra IL10RA Proteins PCs 0.00236 3e-17
il10ra IL10RA Proteins age_recruitment 0.00105 4e-11
il10ra IL10RA Proteins assessment_centre 0.00129 5e-05
il10ra IL10RA Proteins bmi 0.00279 2e-27
il10ra IL10RA Proteins fasting 3e-05 0.3
il10ra IL10RA Proteins month_attending 4e-04 0.1
il10ra IL10RA Proteins panel_date 0.00129 1
il10ra IL10RA Proteins ppp_sel 0.00053 2e-06
il10ra IL10RA Proteins sex 0.00024 0.002
il10ra IL10RA Proteins smoking 0.00014 0.01
il10ra IL10RA Proteins time_day 0.00034 0.0002
il10rb IL10RB Proteins Batch 6e-05 0.7
il10rb IL10RB Proteins PCs 0.02183 3e-172
il10rb IL10RB Proteins age_recruitment 0.02479 1e-261
il10rb IL10RB Proteins assessment_centre 0.00279 2e-19
il10rb IL10RB Proteins bmi 0.0608 0
il10rb IL10RB Proteins fasting 0.00052 4e-07
il10rb IL10RB Proteins month_attending 0.00056 0.004
il10rb IL10RB Proteins panel_date 0.0013 1
il10rb IL10RB Proteins ppp_sel 0.00184 2e-21
il10rb IL10RB Proteins sex 0.00519 2e-56
il10rb IL10RB Proteins smoking 0.00493 3e-54
il10rb IL10RB Proteins time_day 0.00177 1e-20
il11 IL11 Proteins Batch 0.00013 0.4
il11 IL11 Proteins PCs 0.00058 0.0002
il11 IL11 Proteins age_recruitment 0.0017 4e-17
il11 IL11 Proteins assessment_centre 0.00084 0.02
il11 IL11 Proteins bmi 0.00074 2e-08
il11 IL11 Proteins fasting 9e-05 0.05
il11 IL11 Proteins month_attending 0.00027 0.4
il11 IL11 Proteins panel_date 0.00077 1
il11 IL11 Proteins ppp_sel 4e-05 0.2
il11 IL11 Proteins sex 9e-05 0.08
il11 IL11 Proteins smoking 4e-05 0.2
il11 IL11 Proteins time_day 6e-05 0.1
il12a_il12b IL12A_IL12B Proteins Batch 2e-04 0.08
il12a_il12b IL12A_IL12B Proteins PCs 0.01283 8e-122
il12a_il12b IL12A_IL12B Proteins age_recruitment 0.00767 9e-82
il12a_il12b IL12A_IL12B Proteins assessment_centre 0.00434 2e-33
il12a_il12b IL12A_IL12B Proteins bmi 0.03701 0
il12a_il12b IL12A_IL12B Proteins fasting 0.00049 1e-06
il12a_il12b IL12A_IL12B Proteins month_attending 0.00041 0.05
il12a_il12b IL12A_IL12B Proteins panel_date 0.00167 0.8
il12a_il12b IL12A_IL12B Proteins ppp_sel 0.0016 2e-18
il12a_il12b IL12A_IL12B Proteins sex 0.02539 2e-264
il12a_il12b IL12A_IL12B Proteins smoking 0.02496 2e-260
il12a_il12b IL12A_IL12B Proteins time_day 0.00236 2e-26
il12b IL12B Proteins Batch 0.00021 0.06
il12b IL12B Proteins PCs 0.01217 7e-119
il12b IL12B Proteins age_recruitment 0.00767 1e-83
il12b IL12B Proteins assessment_centre 0.00455 3e-36
il12b IL12B Proteins bmi 0.03559 0
il12b IL12B Proteins fasting 0.00063 2e-08
il12b IL12B Proteins month_attending 0.00035 0.1
il12b IL12B Proteins panel_date 0.00144 0.9
il12b IL12B Proteins ppp_sel 0.00151 7e-18
il12b IL12B Proteins sex 0.02749 2e-291
il12b IL12B Proteins smoking 0.02939 3e-311
il12b IL12B Proteins time_day 0.00288 1e-32
il12rb1 IL12RB1 Proteins Batch 0.00012 0.4
il12rb1 IL12RB1 Proteins PCs 0.0042 8e-19
il12rb1 IL12RB1 Proteins age_recruitment 0.01589 1e-148
il12rb1 IL12RB1 Proteins assessment_centre 0.00075 0.03
il12rb1 IL12RB1 Proteins bmi 0.02019 1e-192
il12rb1 IL12RB1 Proteins fasting 0.00013 0.02
il12rb1 IL12RB1 Proteins month_attending 3e-04 0.3
il12rb1 IL12RB1 Proteins panel_date 0.00124 1
il12rb1 IL12RB1 Proteins ppp_sel 0.00228 1e-23
il12rb1 IL12RB1 Proteins sex 0.00049 0.04
il12rb1 IL12RB1 Proteins smoking 2e-05 0.4
il12rb1 IL12RB1 Proteins time_day 2e-04 0.003
il12rb2 IL12RB2 Proteins Batch 9e-05 0.6
il12rb2 IL12RB2 Proteins PCs 0.0062 7e-37
il12rb2 IL12RB2 Proteins age_recruitment 6e-04 5e-07
il12rb2 IL12RB2 Proteins assessment_centre 0.00227 5e-12
il12rb2 IL12RB2 Proteins bmi 0.0011 8e-12
il12rb2 IL12RB2 Proteins fasting 6e-04 5e-07
il12rb2 IL12RB2 Proteins month_attending 0.00023 0.5
il12rb2 IL12RB2 Proteins panel_date 0.00102 1
il12rb2 IL12RB2 Proteins ppp_sel 7e-05 0.09
il12rb2 IL12RB2 Proteins sex 0.00079 8e-09
il12rb2 IL12RB2 Proteins smoking 0.01032 2e-97
il12rb2 IL12RB2 Proteins time_day 3e-05 0.3
il13 IL13 Proteins Batch 0.00014 0.3
il13 IL13 Proteins PCs 0.00039 0.05
il13 IL13 Proteins age_recruitment 0.00083 4e-09
il13 IL13 Proteins assessment_centre 0.00081 0.02
il13 IL13 Proteins bmi 6e-05 0.1
il13 IL13 Proteins fasting 0 0.8
il13 IL13 Proteins month_attending 0.00026 0.5
il13 IL13 Proteins panel_date 0.00125 1
il13 IL13 Proteins ppp_sel 0 0.7
il13 IL13 Proteins sex 0.00034 0.0002
il13 IL13 Proteins smoking 0.00034 0.0001
il13 IL13 Proteins time_day 4e-05 0.2
il13ra1 IL13RA1 Proteins Batch 8e-05 0.6
il13ra1 IL13RA1 Proteins PCs 0.00234 3e-10
il13ra1 IL13RA1 Proteins age_recruitment 0.00918 1e-41
il13ra1 IL13RA1 Proteins assessment_centre 0.00145 6e-07
il13ra1 IL13RA1 Proteins bmi 0.06054 0
il13ra1 IL13RA1 Proteins fasting 0.00065 4e-08
il13ra1 IL13RA1 Proteins month_attending 0.00087 3e-05
il13ra1 IL13RA1 Proteins panel_date 0.00166 0.9
il13ra1 IL13RA1 Proteins ppp_sel 0 0.8
il13ra1 IL13RA1 Proteins sex 0.00699 2e-19
il13ra1 IL13RA1 Proteins smoking 0.00166 2e-18
il13ra1 IL13RA1 Proteins time_day 1e-05 0.5
il13ra2 IL13RA2 Proteins Batch 0.00052 0.0006
il13ra2 IL13RA2 Proteins PCs 0.00033 0.02
il13ra2 IL13RA2 Proteins age_recruitment 0.00021 0.004
il13ra2 IL13RA2 Proteins assessment_centre 0.00068 0.1
il13ra2 IL13RA2 Proteins bmi 2e-04 0.004
il13ra2 IL13RA2 Proteins fasting 1e-05 0.6
il13ra2 IL13RA2 Proteins month_attending 4e-04 0.1
il13ra2 IL13RA2 Proteins panel_date 0.00159 0.9
il13ra2 IL13RA2 Proteins ppp_sel 2e-05 0.3
il13ra2 IL13RA2 Proteins sex 7e-05 0.1
il13ra2 IL13RA2 Proteins smoking 0.00023 0.002
il13ra2 IL13RA2 Proteins time_day 0 0.8
il15 IL15 Proteins Batch 0.00019 0.1
il15 IL15 Proteins PCs 0.01116 9e-97
il15 IL15 Proteins age_recruitment 0.00137 2e-14
il15 IL15 Proteins assessment_centre 0.00737 2e-57
il15 IL15 Proteins bmi 0.00054 1e-06
il15 IL15 Proteins fasting 0.00013 0.02
il15 IL15 Proteins month_attending 0.00096 1e-05
il15 IL15 Proteins panel_date 0.00125 1
il15 IL15 Proteins ppp_sel 0.00222 3e-23
il15 IL15 Proteins sex 0.00049 1e-05
il15 IL15 Proteins smoking 0.01413 6e-138
il15 IL15 Proteins time_day 0.00493 1e-49
il15ra IL15RA Proteins Batch 7e-05 0.7
il15ra IL15RA Proteins PCs 0.01495 4e-127
il15ra IL15RA Proteins age_recruitment 0.02964 4e-275
il15ra IL15RA Proteins assessment_centre 0.00222 1e-12
il15ra IL15RA Proteins bmi 0.00806 2e-80
il15ra IL15RA Proteins fasting 0 0.7
il15ra IL15RA Proteins month_attending 0.00041 0.07
il15ra IL15RA Proteins panel_date 0.00106 1
il15ra IL15RA Proteins ppp_sel 0.00261 3e-27
il15ra IL15RA Proteins sex 0.0072 6e-60
il15ra IL15RA Proteins smoking 0.00044 8e-06
il15ra IL15RA Proteins time_day 0.00121 2e-13
il16 IL16 Proteins Batch 0.00018 0.1
il16 IL16 Proteins PCs 0.00628 1e-50
il16 IL16 Proteins age_recruitment 0.02183 2e-208
