FID,Name,Type,estimate_mesor,std.error_mesor,p.value_mesor,estimate_beta_cos1,std.error_beta_cos1,p.value_beta_cos1,estimate_beta_sin1,std.error_beta_sin1,p.value_beta_sin1,amplitude_24hfreq,acrophase_24hfreq,pvalue_h
30150,Eosinophill count,Cell counts,0.10277,0.00323,7e-222,0.15679,0.00346,0,0.02068,0.00274,5e-14,0.15815,0.50101,0
30160,Basophill count,Cell counts,-0.05806,0.00375,4e-54,0.01412,0.00396,0.0004,-0.14373,0.0032,0,0.14443,18.37409,0
30170,Nucleated red blood cell count,Cell counts,0.00709,0.02612,0.8,0.06539,0.02953,0.03,-0.08561,0.02256,0.0001,0.10773,20.49158,0.0001
30180,Lymphocyte percentage,Cell counts,0.05419,0.00134,0,0.07965,0.00143,0,0.01462,0.00113,4e-38,0.08098,0.69338,0
30190,Monocyte percentage,Cell counts,0.08061,0.0017,0,0.08994,0.00182,0,0.06025,0.00144,0,0.10826,2.2544,0
30200,Neutrophill percentage,Cell counts,-0.03972,8e-04,0,-0.05122,0.00086,0,-0.02037,0.00068,9e-198,0.05512,13.44602,0
30210,Eosinophill percentage,Cell counts,0.18211,0.0034,0,0.19223,0.00364,0,0.15095,0.00288,0,0.24442,2.5427,0
30220,Basophill percentage,Cell counts,-0.01896,0.00323,4e-09,0.00808,0.00346,0.02,-0.05359,0.00273,2e-85,0.05419,18.57184,2e-85
30230,Nucleated red blood cell percentage,Cell counts,0.05201,0.02221,0.02,0.06601,0.02511,0.009,0.03289,0.01919,0.09,0.07375,1.76579,0.009
30240,Reticulocyte percentage,Cell counts,-0.01385,0.00199,3e-12,-0.01937,0.00213,1e-19,-0.00505,0.00168,0.003,0.02002,12.97386,1e-19
30250,Reticulocyte count,Cell counts,-0.00069,0.00206,0.7,-0.01166,0.00221,1e-07,0.01422,0.00174,3e-16,0.01839,8.6237,3e-16
30260,Mean reticulocyte volume,Cell counts,-0.00412,0.00036,6e-30,-0.00715,0.00039,1e-75,0.00037,0.00031,0.2,0.00716,11.80023,1e-75
30270,Mean sphered cell volume,Cell counts,-0.0053,3e-04,1e-71,-0.00585,0.00032,8e-76,-0.00404,0.00025,1e-58,0.00711,14.31059,8e-76
30280,Immature reticulocyte fraction,Cell counts,-0.01514,0.00113,1e-40,-0.01521,0.00122,6e-36,-0.01358,0.00096,2e-45,0.02039,14.7834,2e-45
30290,High light scatter reticulocyte percentage,Cell counts,-0.02919,0.00258,1e-29,-0.03483,0.00277,3e-36,-0.01875,0.00219,9e-18,0.03956,13.88655,3e-36
30300,High light scatter reticulocyte count,Cell counts,-0.01593,0.00263,1e-09,-0.02715,0.00283,7e-22,0.00078,0.00223,0.7,0.02717,11.89008,7e-22
20280,Glucose-lactate,Metabolites,-0.13627,0.00526,2e-147,-0.1388,0.00564,1e-133,-0.11993,0.00447,4e-158,0.18344,14.72197,4e-158
20281,Alanine,Metabolites,0.07271,0.00614,2e-32,-0.07712,0.00657,9e-32,0.26783,0.00521,0,0.27871,7.07091,0
23400,Total Cholesterol,Metabolites,0.02084,0.00635,0.001,0.02069,0.0068,0.002,0.01906,0.00539,0.0004,0.02813,2.84321,0.0004
23401,Total Cholesterol Minus HDL-C,Metabolites,0.03203,0.00639,5e-07,0.01242,0.00685,0.07,0.05543,0.00543,2e-24,0.0568,5.15795,2e-24
23402,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)",Metabolites,0.01571,0.00644,0.01,0.03187,0.00689,4e-06,-0.00758,0.00547,0.2,0.03276,23.10875,4e-06
23403,VLDL Cholesterol,Metabolites,-0.01554,0.00644,0.02,0.0068,0.0069,0.3,-0.04418,0.00547,6e-16,0.04471,18.58353,6e-16
23404,Clinical LDL Cholesterol,Metabolites,0.05971,0.00634,5e-21,0.00938,0.00679,0.2,0.12193,0.00538,2e-113,0.12229,5.70659,2e-113
23405,LDL Cholesterol,Metabolites,0.04362,0.00631,5e-12,-0.0086,0.00676,0.2,0.1099,0.00536,3e-93,0.11024,6.29828,3e-93
23406,HDL Cholesterol,Metabolites,-0.02479,0.00639,0.0001,0.0284,0.00684,3e-05,-0.09418,0.00542,2e-67,0.09837,19.11874,2e-67
23407,Total Triglycerides,Metabolites,-0.09617,0.00639,4e-51,-0.04854,0.00685,1e-12,-0.1513,0.00543,1e-170,0.15889,16.81414,1e-170
23408,Triglycerides in VLDL,Metabolites,-0.09598,0.0064,7e-51,-0.05342,0.00685,6e-15,-0.14427,0.00543,4e-155,0.15384,16.64543,4e-155
23409,Triglycerides in LDL,Metabolites,-0.07475,0.0062,2e-33,-0.05102,0.00664,2e-14,-0.0997,0.00527,7e-80,0.112,16.19335,7e-80
23410,Triglycerides in HDL,Metabolites,-0.09078,0.00623,5e-48,-0.00344,0.00668,0.6,-0.20002,0.00529,2e-311,0.20005,17.9344,2e-311
23411,Total Phospholipids in Lipoprotein Particles,Metabolites,-0.02857,0.00633,6e-06,0.03373,0.00678,7e-07,-0.10986,0.00537,8e-93,0.11492,19.1378,8e-93
23412,Phospholipids in VLDL,Metabolites,-0.04751,0.00642,1e-13,-0.01583,0.00687,0.02,-0.08572,0.00545,1e-55,0.08717,17.30259,1e-55
23413,Phospholipids in LDL,Metabolites,0.04891,0.00635,1e-14,-0.00401,0.00681,0.6,0.11562,0.0054,1e-101,0.11569,6.13245,1e-101
23414,Phospholipids in HDL,Metabolites,-0.04829,0.00635,3e-14,0.04961,0.00681,3e-13,-0.17574,0.0054,4e-232,0.1826,19.05094,4e-232
23415,Total Esterified Cholesterol,Metabolites,0.02337,0.00634,0.0002,0.01923,0.0068,0.005,0.02675,0.00539,7e-07,0.03294,3.61887,7e-07
23416,Cholesteryl Esters in VLDL,Metabolites,0.00149,0.00644,0.8,0.02226,0.0069,0.001,-0.02667,0.00547,1e-06,0.03473,20.65689,1e-06
23417,Cholesteryl Esters in LDL,Metabolites,0.03498,0.00632,3e-08,-0.01236,0.00677,0.07,0.09549,0.00537,9e-71,0.09629,6.49149,9e-71
23418,Cholesteryl Esters in HDL,Metabolites,-0.01709,0.00639,0.007,0.02851,0.00684,3e-05,-0.07697,0.00543,1e-45,0.08208,19.35507,1e-45
23419,Total Free Cholesterol,Metabolites,0.01064,0.00639,0.1,0.0204,0.00684,0.003,-0.00352,0.00543,0.5,0.0207,23.34673,0.003
23420,Free Cholesterol in VLDL,Metabolites,-0.03775,0.00641,4e-09,-0.01517,0.00687,0.03,-0.06464,0.00545,2e-32,0.06639,17.11962,2e-32
23421,Free Cholesterol in LDL,Metabolites,0.0589,0.00633,1e-20,-0.00559,0.00678,0.4,0.14027,0.00538,7e-150,0.14038,6.15201,7e-150
23422,Free Cholesterol in HDL,Metabolites,-0.05009,0.00634,3e-15,0.0244,0.00679,0.0003,-0.14581,0.00538,2e-161,0.14784,18.63336,2e-161
23423,Total Lipids in Lipoprotein Particles,Metabolites,-0.02716,0.00634,2e-05,0.00613,0.00679,0.4,-0.06946,0.00538,4e-38,0.06973,18.33612,4e-38
23424,Total Lipids in VLDL,Metabolites,-0.06777,0.00642,5e-26,-0.03031,0.00688,1e-05,-0.11188,0.00545,2e-93,0.11591,16.98952,2e-93
23425,Total Lipids in LDL,Metabolites,0.0389,0.00633,8e-10,-0.00994,0.00678,0.1,0.10109,0.00537,6e-79,0.10158,6.37452,6e-79
23426,Total Lipids in HDL,Metabolites,-0.04465,0.00637,2e-12,0.03879,0.00682,1e-08,-0.15295,0.00541,8e-176,0.15779,18.94883,8e-176
23427,Total Concentration of Lipoprotein Particles,Metabolites,0.0011,0.00619,0.9,0.01535,0.00663,0.02,-0.01822,0.00525,0.0005,0.02382,20.67457,0.0005
23428,Concentration of VLDL Particles,Metabolites,-0.03275,0.00636,3e-07,-0.01378,0.00682,0.04,-0.05523,0.0054,2e-24,0.05692,17.06622,2e-24
23429,Concentration of LDL Particles,Metabolites,0.022,0.00637,0.0006,-0.00824,0.00682,0.2,0.06068,0.00541,3e-29,0.06123,6.51557,3e-29
23430,Concentration of HDL Particles,Metabolites,-0.00216,0.0062,0.7,0.01574,0.00664,0.02,-0.02611,0.00526,7e-07,0.03049,20.07297,7e-07
23431,Average Diameter for VLDL Particles,Metabolites,-0.09134,0.00643,8e-46,-0.07297,0.00689,3e-26,-0.10747,0.00546,3e-86,0.1299,15.72168,3e-86
23432,Average Diameter for LDL Particles,Metabolites,0.08668,0.00631,6e-43,0.12135,0.00676,4e-72,0.03173,0.00536,3e-09,0.12543,0.97694,4e-72
23433,Average Diameter for HDL Particles,Metabolites,-0.08463,0.00638,4e-40,0.02805,0.00683,4e-05,-0.22858,0.00542,0,0.2303,18.46635,0
23434,Phosphoglycerides,Metabolites,-0.0455,0.0063,5e-13,0.03677,0.00675,5e-08,-0.15212,0.00535,2e-177,0.1565,18.90596,2e-177
23435,Triglycerides to Phosphoglycerides ratio,Metabolites,-0.08428,0.00644,4e-39,-0.07045,0.0069,2e-24,-0.09496,0.00547,2e-67,0.11823,15.56189,2e-67
23436,Total Cholines,Metabolites,-0.03007,0.0063,2e-06,0.04037,0.00675,2e-09,-0.12221,0.00535,2e-115,0.1287,19.21878,2e-115
23437,Phosphatidylcholines,Metabolites,-0.0207,0.00633,0.001,0.05234,0.00678,1e-14,-0.11723,0.00538,3e-105,0.12838,19.60408,3e-105
23438,Sphingomyelins,Metabolites,-0.0252,0.00626,6e-05,-0.01379,0.00671,0.04,-0.03819,0.00532,7e-13,0.04061,16.67626,7e-13
23439,Apolipoprotein B,Metabolites,0.023,0.00643,0.0003,0.00524,0.00689,0.4,0.04478,0.00546,2e-16,0.04508,5.55502,2e-16
23440,Apolipoprotein A1,Metabolites,-0.03105,0.00632,9e-07,0.03029,0.00677,8e-06,-0.11082,0.00537,2e-94,0.11488,19.01908,2e-94
23441,Apolipoprotein B to Apolipoprotein A1 ratio,Metabolites,0.04139,0.00645,1e-10,-0.01323,0.00691,0.06,0.11111,0.00548,2e-91,0.11189,6.4526,2e-91
23442,Total Fatty Acids,Metabolites,-0.11243,0.00632,1e-70,-0.03052,0.00678,7e-06,-0.21222,0.00537,0,0.2144,17.45439,0
23443,Degree of Unsaturation,Metabolites,-0.01842,0.00628,0.003,-0.04045,0.00673,2e-09,0.01302,0.00534,0.01,0.04249,10.81019,2e-09
23444,Omega-3 Fatty Acids,Metabolites,-0.15486,0.00631,6e-133,-0.11241,0.00676,4e-62,-0.19748,0.00536,1e-296,0.22723,16.0234,1e-296
23445,Omega-6 Fatty Acids,Metabolites,-0.05767,0.00634,1e-19,0.00055,0.00679,0.9,-0.1307,0.00538,5e-130,0.1307,18.01604,5e-130
23446,Polyunsaturated Fatty Acids,Metabolites,-0.09016,0.00635,1e-45,-0.029,0.00681,2e-05,-0.16408,0.0054,1e-202,0.16662,17.33179,1e-202
23447,Monounsaturated Fatty Acids,Metabolites,-0.11589,0.0063,1e-75,-0.01892,0.00674,0.005,-0.2357,0.00535,0,0.23646,17.69401,0
23448,Saturated Fatty Acids,Metabolites,-0.10748,0.00632,6e-65,-0.0338,0.00677,6e-07,-0.19667,0.00536,1e-293,0.19955,17.34998,1e-293
23449,Linoleic Acid,Metabolites,-0.02875,0.00634,6e-06,0.01669,0.00679,0.01,-0.0873,0.00539,5e-59,0.08888,18.72139,5e-59
23450,Docosahexaenoic Acid,Metabolites,-0.0713,0.00619,1e-30,-0.08075,0.00663,5e-34,-0.05181,0.00526,7e-23,0.09594,14.17896,5e-34
23451,Omega-3 Fatty Acids to Total Fatty Acids percentage,Metabolites,-0.12242,0.00631,7e-84,-0.11598,0.00675,5e-66,-0.11954,0.00536,3e-110,0.16655,15.05774,3e-110
23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,Metabolites,0.13291,0.00624,1e-100,0.05865,0.00668,2e-18,0.22049,0.0053,0,0.22815,5.007,0
23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,Metabolites,0.08196,0.00621,8e-40,0.01252,0.00665,0.06,0.16786,0.00527,4e-222,0.16832,5.71572,4e-222
23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,Metabolites,-0.09053,0.00633,3e-46,0.00575,0.00679,0.4,-0.21177,0.00538,0,0.21185,18.10375,0
23455,Saturated Fatty Acids to Total Fatty Acids percentage,Metabolites,-0.04122,0.00626,5e-11,-0.03106,0.00671,4e-06,-0.05101,0.00532,8e-22,0.05972,15.91113,8e-22
23456,Linoleic Acid to Total Fatty Acids percentage,Metabolites,0.13436,0.00629,3e-101,0.07522,0.00674,6e-29,0.2014,0.00534,2e-310,0.21499,4.63475,2e-310
23457,Docosahexaenoic Acid to Total Fatty Acids percentage,Metabolites,-0.0042,0.0063,0.5,-0.06248,0.00675,2e-20,0.07479,0.00535,2e-44,0.09745,8.65819,2e-44
23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,Metabolites,0.09105,0.00633,7e-47,0.00198,0.00678,0.8,0.20252,0.00538,2e-309,0.20253,5.96262,2e-309
23459,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio,Metabolites,0.14959,0.00628,2e-125,0.12429,0.00673,3e-76,0.16958,0.00533,1e-221,0.21025,3.58412,1e-221
23460,Alanine,Metabolites,0.05824,0.00508,2e-30,-0.0657,0.00545,2e-33,0.21982,0.00432,0,0.22943,7.10932,0
23461,Glutamine,Metabolites,-0.12181,0.0061,1e-88,-0.06944,0.00654,2e-26,-0.18088,0.00518,3e-266,0.19375,16.59983,3e-266
23462,Glycine,Metabolites,0.0203,0.00627,0.001,-0.04479,0.00671,3e-11,0.10607,0.00533,3e-88,0.11514,7.52617,3e-88
23463,Histidine,Metabolites,0.00421,0.00581,0.5,0.05394,0.00623,5e-18,-0.06323,0.00494,2e-37,0.08311,20.69763,2e-37
23464,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine),Metabolites,0.00501,0.0061,0.4,0.16846,0.00654,3e-146,-0.21649,0.00518,0,0.27431,20.52587,0
23465,Isoleucine,Metabolites,0.01168,0.00585,0.05,0.26067,0.00627,0,-0.32717,0.00497,0,0.41832,20.56967,0
23466,Leucine,Metabolites,-0.04773,0.0061,5e-15,0.09191,0.00654,7e-45,-0.2322,0.00518,0,0.24973,19.43968,0
23467,Valine,Metabolites,0.03148,0.00609,2e-07,0.15763,0.00652,5e-129,-0.14196,0.00517,6e-166,0.21213,21.19967,6e-166
23468,Phenylalanine,Metabolites,-0.02661,0.00575,4e-06,0.12984,0.00616,2e-98,-0.23541,0.00488,0,0.26884,19.92523,0
23469,Tyrosine,Metabolites,0.05656,0.00617,5e-20,0.10848,0.00661,2e-60,-0.01888,0.00524,0.0003,0.11011,23.34198,2e-60
23470,Glucose,Metabolites,-0.10503,0.00547,4e-82,0.0071,0.00586,0.2,-0.24603,0.00465,0,0.24613,18.11018,0
23471,Lactate,Metabolites,-0.11881,0.00575,9e-95,-0.38523,0.00616,0,0.25159,0.00488,0,0.46011,9.79012,0
23472,Pyruvate,Metabolites,-0.14466,0.00558,4e-148,-0.23137,0.00597,0,-0.01403,0.00474,0.003,0.2318,12.23128,0
23473,Citrate,Metabolites,-0.06272,0.00596,7e-26,-0.02748,0.00638,2e-05,-0.10433,0.00506,2e-94,0.10789,17.01641,2e-94
23474,3-Hydroxybutyrate,Metabolites,-0.1703,0.00513,1e-241,-0.10279,0.00549,5e-78,-0.2461,0.00435,0,0.26671,16.48879,0
23475,Acetate,Metabolites,0.04135,0.00174,1e-124,0.08641,0.00186,0,-0.02347,0.00148,8e-57,0.08954,22.98689,0
23476,Acetoacetate,Metabolites,-0.10515,0.00488,7e-103,0.09377,0.00523,1e-71,-0.36609,0.00413,0,0.37791,18.95777,0
23477,Acetone,Metabolites,-0.09531,0.00488,8e-85,0.05571,0.00523,2e-26,-0.29122,0.00414,0,0.2965,18.72193,0
23478,Creatinine,Metabolites,0.04619,0.00562,2e-16,0.11136,0.00602,2e-76,-0.04593,0.00477,6e-22,0.12046,22.50565,2e-76
23479,Albumin,Metabolites,0.10887,0.00595,1e-74,0.12521,0.00638,8e-86,0.07654,0.00505,9e-52,0.14675,2.09582,8e-86
23480,Glycoprotein Acetyls,Metabolites,-0.14659,0.00622,1e-122,-0.13268,0.00666,4e-88,-0.15148,0.00528,2e-180,0.20137,15.25236,2e-180
23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,Metabolites,-0.10419,0.00606,4e-66,-0.02792,0.0065,2e-05,-0.19722,0.00515,6e-320,0.19919,17.46283,6e-320
23482,Total Lipids in Chylomicrons and Extremely Large VLDL,Metabolites,-0.11573,0.00627,5e-76,-0.03078,0.00672,5e-06,-0.21934,0.00532,0,0.22149,17.46742,0
23483,Phospholipids in Chylomicrons and Extremely Large VLDL,Metabolites,-0.11079,0.00615,2e-72,-0.02924,0.00659,9e-06,-0.2103,0.00522,0,0.21232,17.47231,0
23484,Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,-0.11046,0.00626,1e-69,-0.03089,0.0067,4e-06,-0.2073,0.00532,0,0.20958,17.43496,0
23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,Metabolites,-0.10482,0.00627,1e-62,-0.03116,0.00672,3e-06,-0.19422,0.00533,2e-290,0.19671,17.39238,2e-290
23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,-0.11211,0.00616,5e-74,-0.02785,0.0066,2e-05,-0.21517,0.00523,0,0.21696,17.50832,0
23487,Triglycerides in Chylomicrons and Extremely Large VLDL,Metabolites,-0.11002,0.00616,3e-71,-0.02742,0.0066,3e-05,-0.21103,0.00523,0,0.21281,17.50651,0
23488,Concentration of Very Large VLDL Particles,Metabolites,-0.07425,0.00625,2e-32,-0.04285,0.0067,2e-10,-0.10955,0.00531,2e-94,0.11764,16.57588,2e-94
23489,Total Lipids in Very Large VLDL,Metabolites,-0.08228,0.00637,3e-38,-0.04578,0.00682,2e-11,-0.12369,0.00541,1e-115,0.1319,16.64588,1e-115
23490,Phospholipids in Very Large VLDL,Metabolites,-0.07645,0.0063,8e-34,-0.03624,0.00675,8e-08,-0.12342,0.00535,2e-117,0.12863,16.90914,2e-117
23491,Cholesterol in Very Large VLDL,Metabolites,-0.05589,0.00639,2e-18,-0.02886,0.00685,2e-05,-0.08704,0.00543,8e-58,0.0917,16.7771,8e-58
23492,Cholesteryl Esters in Very Large VLDL,Metabolites,-0.03474,0.00641,6e-08,-0.02213,0.00687,0.001,-0.04845,0.00544,6e-19,0.05326,16.36302,6e-19
23493,Free Cholesterol in Very Large VLDL,Metabolites,-0.0759,0.00632,3e-33,-0.03502,0.00677,2e-07,-0.12383,0.00537,1e-117,0.12868,16.94723,1e-117
23494,Triglycerides in Very Large VLDL,Metabolites,-0.08607,0.00629,1e-42,-0.04905,0.00674,3e-13,-0.12783,0.00534,2e-126,0.13692,16.60061,2e-126
23495,Concentration of Large VLDL Particles,Metabolites,-0.07039,0.0063,6e-29,-0.05143,0.00675,3e-14,-0.08928,0.00535,2e-62,0.10303,16.00363,2e-62
23496,Total Lipids in Large VLDL,Metabolites,-0.07045,0.0064,3e-28,-0.05385,0.00685,4e-15,-0.08616,0.00543,1e-56,0.1016,15.86625,1e-56
23497,Phospholipids in Large VLDL,Metabolites,-0.05928,0.00636,1e-20,-0.04018,0.00681,4e-09,-0.07941,0.0054,7e-49,0.089,16.21065,7e-49
23498,Cholesterol in Large VLDL,Metabolites,-0.04889,0.00641,2e-14,-0.03739,0.00686,5e-08,-0.05977,0.00544,5e-28,0.0705,15.86477,5e-28
23499,Cholesteryl Esters in Large VLDL,Metabolites,-0.03437,0.00641,8e-08,-0.02451,0.00686,0.0004,-0.04441,0.00544,3e-16,0.05072,16.07379,3e-16
23500,Free Cholesterol in Large VLDL,Metabolites,-0.0599,0.00637,5e-21,-0.04741,0.00682,4e-12,-0.07107,0.00541,2e-39,0.08543,15.75295,2e-39
23501,Triglycerides in Large VLDL,Metabolites,-0.07969,0.00632,2e-36,-0.06338,0.00677,8e-21,-0.09414,0.00537,8e-69,0.11349,15.73655,8e-69
23502,Concentration of Medium VLDL Particles,Metabolites,-0.01327,0.00637,0.04,-0.01899,0.00683,0.005,-0.00429,0.00541,0.4,0.01947,12.84853,0.005
23503,Total Lipids in Medium VLDL,Metabolites,-0.02779,0.0064,1e-05,-0.0269,0.00686,9e-05,-0.02636,0.00544,1e-06,0.03766,14.96102,1e-06
23504,Phospholipids in Medium VLDL,Metabolites,-0.00482,0.0064,0.5,-0.00641,0.00686,0.4,-0.00223,0.00544,0.7,0.00679,13.28124,0.4
