FID,Name,Type,estimate_mesor,std.error_mesor,p.value_mesor,estimate_beta_cos1,std.error_beta_cos1,p.value_beta_cos1,estimate_beta_sin1,std.error_beta_sin1,p.value_beta_sin1,amplitude_24hfreq,acrophase_24hfreq,pvalue_h
30880,Urate,Biochemistry,0.00286,0.0011,0.009,-0.00154,0.00119,0.2,0.00862,0.00093,2e-20,0.00876,6.67695,2e-20
30890,Vitamin D,Biochemistry,0.00568,0.00211,0.007,-0.0061,0.00228,0.007,0.02132,0.00178,7e-33,0.02217,7.0645,7e-33
30000,Leukocyte count,Cell counts,-0.04716,0.00119,0,0.00561,0.00129,1e-05,-0.11494,0.00101,0,0.11508,18.18639,0
30010,Red blood cell (erythrocyte) count,Cell counts,0.00464,4e-04,3e-31,-0.00179,0.00043,3e-05,0.013,0.00034,0,0.01313,6.5229,0
30020,Haemoglobin concentration,Cell counts,0.00253,0.00035,7e-13,-0.00333,0.00038,2e-18,0.0103,3e-04,2e-261,0.01082,7.19384,2e-261
30030,Haematocrit percentage,Cell counts,0.00381,0.00036,3e-26,-0.00324,0.00039,5e-17,0.01309,3e-04,0,0.01348,6.92802,0
30040,Mean corpuscular volume,Cell counts,-0.00083,0.00024,0.0004,-0.00145,0.00025,1e-08,9e-05,2e-04,0.7,0.00145,11.77153,1e-08
30050,Mean corpuscular haemoglobin,Cell counts,-0.00207,0.00029,4e-13,-0.00148,0.00031,1e-06,-0.00268,0.00024,9e-29,0.00307,16.06944,9e-29
30060,Mean corpuscular haemoglobin concentration,Cell counts,-0.00125,0.00013,3e-22,-6e-05,0.00014,0.7,-0.00278,0.00011,5e-142,0.00278,17.92167,5e-142
30070,Red blood cell (erythrocyte) distribution width,Cell counts,-0.00073,0.00032,0.02,-0.00126,0.00034,0.0002,6e-05,0.00027,0.8,0.00126,11.81669,0.0002
30080,Platelet count,Cell counts,-0.00497,0.00114,1e-05,0.00099,0.00123,0.4,-0.01266,0.00096,2e-39,0.0127,18.29882,2e-39
30090,Platelet crit,Cell counts,-0.00882,0.001,1e-18,-0.00347,0.00108,0.001,-0.01533,0.00084,7e-74,0.01572,17.14961,7e-74
30100,Mean platelet (thrombocyte) volume,Cell counts,-0.00378,0.00055,5e-12,-0.00437,0.00059,1e-13,-0.00263,0.00046,1e-08,0.0051,14.06805,1e-13
30110,Platelet distribution width,Cell counts,-0.00091,0.00015,1e-09,0.00021,0.00016,0.2,-0.00235,0.00013,9e-78,0.00236,18.33713,9e-78
30120,Lymphocyte count,Cell counts,0.0064,0.00151,2e-05,0.08419,0.00163,0,-0.10023,0.00127,0,0.1309,20.66868,0
30130,Monocyte count,Cell counts,0.02836,0.00173,1e-60,0.09023,0.00186,0,-0.05848,0.00146,0,0.10753,21.80335,0
30140,Neutrophill count,Cell counts,-0.08633,0.00158,0,-0.04482,0.00171,7e-152,-0.13531,0.00134,0,0.14254,16.7782,0
30150,Eosinophill count,Cell counts,0.0965,0.00317,7e-204,0.14966,0.00341,0,0.01622,0.00268,1e-09,0.15054,0.41224,0
30160,Basophill count,Cell counts,-0.05331,0.00368,2e-47,0.01914,0.00392,1e-06,-0.1411,0.00314,0,0.14239,18.51491,0
30170,Nucleated red blood cell count,Cell counts,0.01171,0.02549,0.6,0.068,0.02903,0.02,-0.07887,0.02195,0.0003,0.10414,20.7177,0.0003
30180,Lymphocyte percentage,Cell counts,0.05378,0.0013,0,0.07879,0.0014,0,0.01494,0.00109,2e-42,0.08019,0.71572,0
30190,Monocyte percentage,Cell counts,0.07617,0.00163,0,0.08528,0.00176,0,0.05704,0.00138,0,0.1026,2.25184,0
30200,Neutrophill percentage,Cell counts,-0.03903,0.00079,0,-0.05031,0.00085,0,-0.02021,0.00066,1e-203,0.05421,13.45902,0
30210,Eosinophill percentage,Cell counts,0.16967,0.00333,0,0.17841,0.00359,0,0.14282,0.00281,0,0.22854,2.5785,0
30220,Basophill percentage,Cell counts,-0.02082,0.00317,5e-11,0.00596,0.00342,0.08,-0.05545,0.00268,7e-95,0.05577,18.40905,7e-95
30230,Nucleated red blood cell percentage,Cell counts,0.0497,0.02166,0.02,0.06255,0.02467,0.01,0.03276,0.01865,0.08,0.07061,1.84277,0.01
30240,Reticulocyte percentage,Cell counts,-0.01414,0.00196,5e-13,-0.01993,0.00211,4e-21,-0.00498,0.00165,0.003,0.02055,12.93456,4e-21
30250,Reticulocyte count,Cell counts,-0.00973,0.002,1e-06,-0.02196,0.00216,2e-24,0.00784,0.00169,3e-06,0.02332,10.69062,2e-24
30260,Mean reticulocyte volume,Cell counts,-0.00196,0.00035,3e-08,-0.00474,0.00038,3e-35,0.002,3e-04,2e-11,0.00514,10.47247,3e-35
30270,Mean sphered cell volume,Cell counts,-0.00277,0.00029,1e-21,-0.00305,0.00031,2e-22,-0.00214,0.00024,2e-18,0.00372,14.33475,2e-22
30280,Immature reticulocyte fraction,Cell counts,-0.00939,0.00112,4e-17,-0.00896,0.0012,1e-13,-0.00916,0.00094,2e-22,0.01281,15.04238,2e-22
30290,High light scatter reticulocyte percentage,Cell counts,-0.02375,0.00254,9e-21,-0.02916,0.00274,2e-26,-0.01428,0.00214,3e-11,0.03246,13.73922,2e-26
30300,High light scatter reticulocyte count,Cell counts,-0.01923,0.00257,7e-14,-0.0312,0.00277,2e-29,-0.00118,0.00217,0.6,0.03122,12.14413,2e-29
20280,Glucose-lactate,Metabolites,-0.0838,0.00514,8e-60,-0.08203,0.00553,1e-49,-0.07893,0.00435,2e-73,0.11384,14.92654,2e-73
20281,Alanine,Metabolites,0.07416,0.00598,3e-35,-0.07606,0.00645,4e-32,0.27228,0.00507,0,0.2827,7.0405,0
23400,Total Cholesterol,Metabolites,0.05547,0.00595,1e-20,0.05587,0.00642,3e-18,0.05012,0.00504,3e-23,0.07506,2.79276,3e-23
23401,Total Cholesterol Minus HDL-C,Metabolites,0.04216,0.00614,6e-12,0.02035,0.00661,0.002,0.06819,0.0052,3e-39,0.07116,4.89199,3e-39
23402,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)",Metabolites,0.03377,0.00617,5e-08,0.04817,0.00666,5e-13,0.01123,0.00523,0.03,0.04946,0.87522,5e-13
23403,VLDL Cholesterol,Metabolites,-0.01252,0.00622,0.04,0.00642,0.0067,0.3,-0.03723,0.00527,2e-12,0.03778,18.65238,2e-12
23404,Clinical LDL Cholesterol,Metabolites,0.06081,0.00609,2e-23,0.00798,0.00657,0.2,0.1275,0.00516,1e-134,0.12775,5.76134,1e-134
23405,LDL Cholesterol,Metabolites,0.04759,0.00607,5e-15,-0.00701,0.00654,0.3,0.11783,0.00514,4e-116,0.11804,6.22703,4e-116
23406,HDL Cholesterol,Metabolites,0.05344,0.00566,4e-21,0.11422,0.0061,4e-78,-0.034,0.00479,1e-12,0.11918,22.89496,4e-78
23407,Total Triglycerides,Metabolites,-0.0982,0.00611,4e-58,-0.05412,0.00659,2e-16,-0.14972,0.00518,1e-183,0.1592,16.67513,1e-183
23408,Triglycerides in VLDL,Metabolites,-0.11057,0.00608,8e-74,-0.0728,0.00655,1e-28,-0.15243,0.00515,4e-192,0.16892,16.29803,4e-192
23409,Triglycerides in LDL,Metabolites,-0.0396,0.006,4e-11,-0.01512,0.00647,0.02,-0.0695,0.00508,1e-42,0.07113,17.18165,1e-42
23410,Triglycerides in HDL,Metabolites,-0.04542,0.00607,8e-14,0.04406,0.00655,2e-11,-0.16339,0.00514,6e-221,0.16923,19.006,6e-221
23411,Total Phospholipids in Lipoprotein Particles,Metabolites,0.03569,0.00585,1e-09,0.10118,0.00631,7e-58,-0.0566,0.00496,3e-30,0.11594,22.05172,7e-58
23412,Phospholipids in VLDL,Metabolites,-0.05079,0.00618,2e-16,-0.02314,0.00666,0.0005,-0.08405,0.00523,4e-58,0.08717,16.97393,4e-58
23413,Phospholipids in LDL,Metabolites,0.05018,0.00613,3e-16,-0.00539,0.0066,0.4,0.12149,0.00519,4e-121,0.12161,6.16923,4e-121
23414,Phospholipids in HDL,Metabolites,0.04306,0.00567,3e-14,0.1492,0.00611,2e-131,-0.10525,0.0048,3e-106,0.18258,21.65332,2e-131
23415,Total Esterified Cholesterol,Metabolites,0.05948,0.00593,1e-23,0.0562,0.00639,1e-18,0.05878,0.00502,1e-31,0.08132,3.08575,1e-31
23416,Cholesteryl Esters in VLDL,Metabolites,0.0085,0.00623,0.2,0.02644,0.00671,8e-05,-0.01666,0.00527,0.002,0.03125,21.85218,8e-05
23417,Cholesteryl Esters in LDL,Metabolites,0.03902,0.00608,1e-10,-0.01084,0.00656,0.1,0.10353,0.00515,9e-90,0.1041,6.39862,9e-90
23418,Cholesteryl Esters in HDL,Metabolites,0.05649,0.00569,3e-23,0.10941,0.00613,3e-71,-0.0205,0.00482,2e-05,0.11131,23.2926,3e-71
23419,Total Free Cholesterol,Metabolites,0.04337,0.00604,7e-13,0.05313,0.00651,3e-16,0.0263,0.00511,3e-07,0.05929,1.75564,3e-16
23420,Free Cholesterol in VLDL,Metabolites,-0.03964,0.00618,1e-10,-0.02093,0.00666,0.002,-0.06167,0.00524,5e-32,0.06513,16.75001,5e-32
23421,Free Cholesterol in LDL,Metabolites,0.06516,0.00607,8e-27,-0.00091,0.00655,0.9,0.14948,0.00515,3e-185,0.14948,6.02323,3e-185
23422,Free Cholesterol in HDL,Metabolites,0.04011,0.00559,7e-13,0.12277,0.00602,2e-92,-0.07598,0.00473,5e-58,0.14438,21.88319,2e-92
23423,Total Lipids in Lipoprotein Particles,Metabolites,0.00986,0.00603,0.1,0.04315,0.0065,3e-11,-0.03632,0.00511,1e-12,0.0564,21.32727,1e-12
23424,Total Lipids in VLDL,Metabolites,-0.07461,0.00615,7e-34,-0.04161,0.00663,3e-10,-0.11308,0.00521,2e-104,0.12049,16.65314,2e-104
23425,Total Lipids in LDL,Metabolites,0.04393,0.00609,5e-13,-0.00729,0.00656,0.3,0.10989,0.00516,1e-100,0.11013,6.25306,1e-100
23426,Total Lipids in HDL,Metabolites,0.04434,0.00565,4e-15,0.13591,0.00609,4e-110,-0.08423,0.00479,3e-69,0.1599,21.88065,4e-110
23427,Total Concentration of Lipoprotein Particles,Metabolites,0.06336,0.00569,1e-28,0.08247,0.00614,4e-41,0.03183,0.00482,4e-11,0.0884,1.40699,4e-41
23428,Concentration of VLDL Particles,Metabolites,-0.02071,0.00615,0.0008,-0.00396,0.00663,0.6,-0.04173,0.00521,1e-15,0.04192,17.6388,1e-15
23429,Concentration of LDL Particles,Metabolites,0.02332,0.00615,0.0002,-0.00986,0.00663,0.1,0.06647,0.00521,3e-37,0.0672,6.56232,3e-37
23430,Concentration of HDL Particles,Metabolites,0.06174,0.00571,3e-27,0.08511,0.00615,2e-43,0.02455,0.00484,4e-07,0.08858,1.0726,2e-43
23431,Average Diameter for VLDL Particles,Metabolites,-0.13988,0.00592,3e-123,-0.12924,0.00638,4e-91,-0.14224,0.00502,1e-176,0.19219,15.18272,1e-176
23432,Average Diameter for LDL Particles,Metabolites,0.099,0.00601,6e-61,0.13546,0.00648,4e-97,0.04075,0.00509,1e-15,0.14146,1.11626,4e-97
23433,Average Diameter for HDL Particles,Metabolites,0.00403,0.00565,0.5,0.12567,0.00609,1e-94,-0.16199,0.00478,7e-251,0.20502,20.52019,7e-251
23434,Phosphoglycerides,Metabolites,0.0324,0.00581,2e-08,0.11948,0.00626,3e-81,-0.08902,0.00492,3e-73,0.149,21.55424,3e-81
23435,Triglycerides to Phosphoglycerides ratio,Metabolites,-0.12095,0.00593,2e-92,-0.11318,0.00639,4e-70,-0.12103,0.00502,4e-128,0.1657,15.12785,4e-128
23436,Total Cholines,Metabolites,0.04227,0.00576,2e-13,0.11713,0.00621,3e-79,-0.06334,0.00488,2e-38,0.13316,22.10657,3e-79
23437,Phosphatidylcholines,Metabolites,0.05762,0.0058,3e-23,0.13583,0.00625,1e-104,-0.05389,0.00491,5e-28,0.14613,22.5573,1e-104
23438,Sphingomyelins,Metabolites,0.04224,0.0057,1e-13,0.05817,0.00614,3e-21,0.01689,0.00483,0.0005,0.06057,1.07903,3e-21
23439,Apolipoprotein B,Metabolites,0.02794,0.0062,7e-06,0.00738,0.00669,0.3,0.05353,0.00525,2e-24,0.05403,5.47683,2e-24
23440,Apolipoprotein A1,Metabolites,0.05061,0.00571,7e-19,0.11932,0.00615,9e-84,-0.04737,0.00483,1e-22,0.12838,22.55649,9e-84
23441,Apolipoprotein B to Apolipoprotein A1 ratio,Metabolites,-0.00539,0.00619,0.4,-0.067,0.00667,1e-23,0.07897,0.00524,3e-51,0.10356,8.6874,3e-51
23442,Total Fatty Acids,Metabolites,-0.06479,0.00608,2e-26,0.0176,0.00655,0.007,-0.17138,0.00515,2e-242,0.17228,18.3909,2e-242
23443,Degree of Unsaturation,Metabolites,0.06208,0.00594,2e-25,0.04845,0.00641,4e-14,0.07527,0.00503,2e-50,0.08951,3.81549,2e-50
23444,Omega-3 Fatty Acids,Metabolites,-0.03746,0.00595,3e-10,0.01414,0.00641,0.03,-0.10451,0.00504,2e-95,0.10546,18.51369,2e-95
23445,Omega-6 Fatty Acids,Metabolites,-0.01845,0.00601,0.002,0.03986,0.00648,8e-10,-0.09626,0.00509,1e-79,0.10419,19.49961,1e-79
23446,Polyunsaturated Fatty Acids,Metabolites,-0.02516,0.00598,3e-05,0.03854,0.00645,2e-09,-0.10971,0.00507,9e-104,0.11628,19.29038,9e-104
23447,Monounsaturated Fatty Acids,Metabolites,-0.09089,0.0061,3e-50,0.00445,0.00657,0.5,-0.21287,0.00516,0,0.21291,18.07986,0
23448,Saturated Fatty Acids,Metabolites,-0.06349,0.0061,2e-25,0.01077,0.00657,0.1,-0.1591,0.00517,7e-208,0.15947,18.25811,7e-208
23449,Linoleic Acid,Metabolites,-0.01184,0.00608,0.05,0.03183,0.00655,1e-06,-0.07027,0.00515,2e-42,0.07715,19.62436,2e-42
23450,Docosahexaenoic Acid,Metabolites,0.04199,0.00581,5e-13,0.04298,0.00626,7e-12,0.037,0.00492,5e-14,0.05671,2.71459,5e-14
23451,Omega-3 Fatty Acids to Total Fatty Acids percentage,Metabolites,-0.00716,0.00602,0.2,0.00997,0.00649,0.1,-0.02986,0.0051,5e-09,0.03148,19.23103,5e-09
23452,Omega-6 Fatty Acids to Total Fatty Acids percentage,Metabolites,0.09726,0.006,4e-59,0.02198,0.00646,0.0007,0.19135,0.00508,8e-310,0.19261,5.56318,8e-310
23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,Metabolites,0.09172,0.00598,4e-53,0.02542,0.00644,8e-05,0.17409,0.00506,2e-258,0.17593,5.44611,2e-258
23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,Metabolites,-0.10939,0.00603,1e-73,-0.01779,0.0065,0.006,-0.22464,0.00511,0,0.22534,17.69815,0
23455,Saturated Fatty Acids to Total Fatty Acids percentage,Metabolites,-0.02969,0.00616,1e-06,-0.01892,0.00663,0.004,-0.04177,0.00521,1e-15,0.04586,16.37512,1e-15
23456,Linoleic Acid to Total Fatty Acids percentage,Metabolites,0.08375,0.00605,1e-43,0.02076,0.00652,0.001,0.16227,0.00512,1e-219,0.16359,5.51385,1e-219
23457,Docosahexaenoic Acid to Total Fatty Acids percentage,Metabolites,0.08479,0.00603,7e-45,0.03692,0.0065,1e-08,0.14263,0.00511,3e-171,0.14733,5.03259,3e-171
23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,Metabolites,0.10554,0.00605,3e-68,0.02058,0.00652,0.002,0.21208,0.00512,0,0.21308,5.63048,0
23459,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio,Metabolites,0.03462,0.00599,8e-09,-0.00066,0.00646,0.9,0.07968,0.00508,2e-55,0.07968,6.03185,2e-55
23460,Alanine,Metabolites,0.05974,0.00496,2e-33,-0.06454,0.00534,1e-33,0.22379,0.0042,0,0.23291,7.07244,0
23461,Glutamine,Metabolites,-0.1045,0.00597,2e-68,-0.05344,0.00643,1e-16,-0.16494,0.00506,9e-233,0.17338,16.80313,9e-233
23462,Glycine,Metabolites,0.05116,0.0058,1e-18,-0.01033,0.00625,0.1,0.13037,0.00492,9e-155,0.13078,6.30195,9e-155
23463,Histidine,Metabolites,-0.04387,0.00568,1e-14,-0.00043,0.00612,0.9,-0.09923,0.00481,2e-94,0.09923,17.98343,2e-94
23464,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine),Metabolites,-0.02257,0.00579,0.0001,0.13363,0.00624,1e-101,-0.23396,0.0049,0,0.26944,19.98222,0
23465,Isoleucine,Metabolites,-0.00555,0.00563,0.3,0.23702,0.00607,0,-0.33742,0.00477,0,0.41235,20.33904,0
23466,Leucine,Metabolites,-0.09087,0.00575,3e-56,0.04011,0.0062,1e-10,-0.26207,0.00487,0,0.26512,18.58015,0
23467,Valine,Metabolites,0.01306,0.00579,0.02,0.1333,0.00625,5e-101,-0.15219,0.00491,7e-211,0.20231,20.74766,7e-211
23468,Phenylalanine,Metabolites,-0.0099,0.00565,0.08,0.14564,0.00609,2e-126,-0.22124,0.00478,0,0.26487,20.22375,0
23469,Tyrosine,Metabolites,0.1143,0.00601,2e-80,0.1694,0.00648,2e-150,0.02926,0.00509,9e-09,0.17191,0.6534,2e-150
23470,Glucose,Metabolites,-0.04097,0.00533,1e-14,0.0757,0.00574,1e-39,-0.19607,0.00451,0,0.21018,19.40735,0
23471,Lactate,Metabolites,-0.14036,0.00564,1e-136,-0.40717,0.00607,0,0.23509,0.00477,0,0.47016,9.99992,0
23472,Pyruvate,Metabolites,-0.13143,0.00548,4e-127,-0.21575,0.0059,1e-291,-0.00517,0.00464,0.3,0.21581,12.09147,1e-291
23473,Citrate,Metabolites,0.03473,0.00573,1e-09,0.07881,0.00617,3e-37,-0.02833,0.00485,5e-09,0.08374,22.68197,3e-37
23474,3-Hydroxybutyrate,Metabolites,-0.13514,0.00503,6e-159,-0.06463,0.00542,1e-32,-0.2204,0.00425,0,0.22968,16.91044,0
23475,Acetate,Metabolites,0.04324,0.00171,2e-140,0.08841,0.00185,0,-0.02217,0.00145,1e-52,0.09115,23.06157,0
23476,Acetoacetate,Metabolites,-0.06844,0.00478,2e-46,0.13224,0.00516,7e-145,-0.33859,0.00404,0,0.3635,19.42227,0
23477,Acetone,Metabolites,-0.07439,0.00479,2e-54,0.07752,0.00517,7e-51,-0.27617,0.00405,0,0.28684,19.04527,0
23478,Creatinine,Metabolites,0.01041,0.00464,0.02,0.07039,0.005,5e-45,-0.07209,0.00393,4e-75,0.10075,20.95447,4e-75
23479,Albumin,Metabolites,0.04744,0.0058,3e-16,0.05684,0.00625,1e-19,0.03051,0.00491,5e-10,0.06452,1.88173,1e-19
23480,Glycoprotein Acetyls,Metabolites,-0.09521,0.00605,1e-55,-0.07835,0.00652,3e-33,-0.10993,0.00513,6e-102,0.13499,15.63487,6e-102
23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,Metabolites,-0.12581,0.00579,9e-105,-0.05469,0.00624,2e-18,-0.2118,0.0049,0,0.21875,17.03479,0
23482,Total Lipids in Chylomicrons and Extremely Large VLDL,Metabolites,-0.14227,0.00597,1e-125,-0.06321,0.00643,8e-23,-0.23762,0.00505,0,0.24588,17.00694,0
23483,Phospholipids in Chylomicrons and Extremely Large VLDL,Metabolites,-0.1332,0.00586,3e-114,-0.05696,0.00632,2e-19,-0.22552,0.00496,0,0.2326,17.05504,0
23484,Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,-0.13492,0.00597,4e-113,-0.06103,0.00643,2e-21,-0.22386,0.00505,0,0.23203,16.98338,0
23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,Metabolites,-0.13277,0.00598,3e-109,-0.0651,0.00644,5e-24,-0.21342,0.00506,0,0.22313,16.86918,0
23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,-0.13193,0.00588,2e-111,-0.05281,0.00634,8e-17,-0.22829,0.00498,0,0.23432,17.13164,0
23487,Triglycerides in Chylomicrons and Extremely Large VLDL,Metabolites,-0.13783,0.00587,8e-122,-0.0611,0.00633,5e-22,-0.2304,0.00497,0,0.23837,17.00988,0
23488,Concentration of Very Large VLDL Particles,Metabolites,-0.09754,0.00593,1e-60,-0.07145,0.00639,6e-29,-0.12461,0.00503,1e-135,0.14364,16.01139,1e-135
23489,Total Lipids in Very Large VLDL,Metabolites,-0.10586,0.00604,8e-69,-0.07493,0.0065,1e-30,-0.13879,0.00511,4e-162,0.15773,16.10915,4e-162
23490,Phospholipids in Very Large VLDL,Metabolites,-0.09991,0.00599,2e-62,-0.06527,0.00646,5e-24,-0.1384,0.00507,2e-163,0.15302,16.31673,2e-163
23491,Cholesterol in Very Large VLDL,Metabolites,-0.07866,0.0061,5e-38,-0.05728,0.00658,3e-18,-0.10096,0.00517,6e-85,0.11608,16.02867,6e-85
23492,Cholesteryl Esters in Very Large VLDL,Metabolites,-0.05809,0.00614,3e-21,-0.05109,0.00662,1e-14,-0.06258,0.0052,2e-33,0.08078,15.38482,2e-33
23493,Free Cholesterol in Very Large VLDL,Metabolites,-0.09734,0.00602,9e-59,-0.06195,0.00649,1e-21,-0.13708,0.0051,6e-159,0.15042,16.37871,6e-159
23494,Triglycerides in Very Large VLDL,Metabolites,-0.10991,0.00596,8e-76,-0.07818,0.00643,5e-34,-0.14357,0.00505,2e-177,0.16348,16.09521,2e-177
23495,Concentration of Large VLDL Particles,Metabolites,-0.09135,0.00599,2e-52,-0.07756,0.00646,3e-33,-0.10219,0.00508,5e-90,0.12829,15.52005,5e-90
23496,Total Lipids in Large VLDL,Metabolites,-0.09283,0.00608,1e-52,-0.0817,0.00655,1e-35,-0.09993,0.00515,6e-84,0.12908,15.38223,6e-84
23497,Phospholipids in Large VLDL,Metabolites,-0.08266,0.00604,1e-42,-0.06896,0.00651,3e-26,-0.09413,0.00512,2e-75,0.11669,15.58483,2e-75
23498,Cholesterol in Large VLDL,Metabolites,-0.06595,0.00612,4e-27,-0.05945,0.00659,2e-19,-0.06907,0.00518,2e-40,0.09113,15.28542,2e-40
23499,Cholesteryl Esters in Large VLDL,Metabolites,-0.04481,0.00616,3e-13,-0.03931,0.00664,3e-09,-0.0484,0.00522,2e-20,0.06235,15.39414,2e-20
23500,Free Cholesterol in Large VLDL,Metabolites,-0.08279,0.00605,1e-42,-0.07575,0.00652,3e-31,-0.08518,0.00512,4e-62,0.11399,15.22368,4e-62
23501,Triglycerides in Large VLDL,Metabolites,-0.10419,0.00601,2e-67,-0.09334,0.00647,4e-47,-0.10992,0.00509,2e-103,0.1442,15.31092,2e-103
23502,Concentration of Medium VLDL Particles,Metabolites,-0.01777,0.00616,0.004,-0.02743,0.00664,4e-05,-0.00308,0.00522,0.6,0.0276,12.42749,4e-05
23503,Total Lipids in Medium VLDL,Metabolites,-0.03433,0.00617,3e-08,-0.03769,0.00665,1e-08,-0.02678,0.00523,3e-07,0.04624,14.3598,1e-08
23504,Phospholipids in Medium VLDL,Metabolites,-0.00646,0.00619,0.3,-0.01173,0.00667,0.08,0.00126,0.00524,0.8,0.0118,11.58978,0.08
